id_da,tipo_tributo,id_contribuinte,competencia_origem,data_inscricao,valor_principal,juros,multa,valor_total,valor_recuperado,fase,situacao
1957,IPTU,,2023-01,2026-02-11,2698.23,323.79,539.65,3561.66,0.0,Administrativa,Em aberto
1958,IPTU,,2024-01,2025-01-05,1799.79,215.97,359.96,2375.72,842.69,Administrativa,Parcelado
1959,IPTU,,2024-01,2025-04-04,12100.58,1452.07,2420.12,15972.77,4606.36,Administrativa,Parcelado
1960,IPTU,,2023-01,2024-06-21,1491.72,179.01,298.34,1969.07,0.0,Administrativa,Em aberto
1961,IPTU,,2023-01,2026-01-30,1952.29,234.27,390.46,2577.02,16.39,Judicial,Parcelado
1962,IPTU,,2023-01,2025-10-02,13389.82,1606.78,2677.96,17674.56,0.0,Judicial,Em aberto
1963,IPTU,,2022-01,2025-09-30,4548.28,545.79,909.66,6003.73,0.0,Administrativa,Em aberto
1964,IPTU,,2022-01,2025-10-24,3209.91,385.19,641.98,4237.08,0.0,Judicial,Em aberto
1965,IPTU,,2024-01,2025-03-15,2958.06,354.97,591.61,3904.64,416.81,Judicial,Parcelado
1966,IPTU,,2024-01,2026-02-21,4714.13,565.7,942.83,6222.65,544.81,Judicial,Parcelado
1967,IPTU,,2024-01,2024-09-22,1749.88,209.99,349.98,2309.84,0.0,Judicial,Em aberto
1968,IPTU,,2022-01,2025-10-06,2327.7,279.32,465.54,3072.56,0.0,Judicial,Em aberto
1969,IPTU,,2024-01,2026-03-31,4300.64,516.08,860.13,5676.84,0.0,Administrativa,Em aberto
1970,IPTU,,2023-01,2024-11-19,1664.94,199.79,332.99,2197.72,561.5,Judicial,Parcelado
1971,IPTU,,2023-01,2024-08-29,4271.22,512.55,854.24,5638.01,0.0,Administrativa,Em aberto
1972,IPTU,,2024-01,2025-04-30,3360.68,403.28,672.14,4436.1,391.78,Administrativa,Parcelado
1973,IPTU,,2024-01,2024-08-16,7082.23,849.87,1416.45,9348.54,1620.89,Administrativa,Parcelado
1974,IPTU,,2022-01,2026-02-14,4614.15,553.7,922.83,6090.68,0.0,Judicial,Em aberto
1975,IPTU,,2024-01,2025-07-20,6207.25,744.87,1241.45,8193.57,0.0,Administrativa,Em aberto
1976,IPTU,,2022-01,2025-10-30,1411.59,169.39,282.32,1863.3,0.0,Judicial,Em aberto
1977,IPTU,,2022-01,2025-05-18,8908.22,1068.99,1781.64,11758.85,0.0,Administrativa,Em aberto
1978,IPTU,,2024-01,2025-12-19,11385.62,1366.27,2277.12,15029.02,0.0,Administrativa,Em aberto
1979,IPTU,,2022-01,2026-03-23,4579.33,549.52,915.87,6044.72,1187.41,Judicial,Parcelado
1980,IPTU,,2024-01,2025-11-02,3691.06,442.93,738.21,4872.2,0.0,Judicial,Em aberto
1981,IPTU,,2022-01,2024-10-18,31865.08,3823.81,6373.02,42061.91,2647.69,Judicial,Parcelado
1982,IPTU,,2024-01,2024-11-18,4879.97,585.6,975.99,6441.56,1420.86,Judicial,Parcelado
1983,IPTU,,2023-01,2024-04-24,3147.1,377.65,629.42,4154.17,0.0,Judicial,Em aberto
1984,IPTU,,2022-01,2024-11-14,894.12,107.29,178.82,1180.24,28.39,Administrativa,Parcelado
1985,IPTU,,2023-01,2025-04-18,6150.02,738.0,1230.0,8118.03,0.0,Administrativa,Em aberto
1986,IPTU,,2024-01,2024-05-24,1205.38,144.65,241.08,1591.1,491.19,Judicial,Parcelado
1987,IPTU,,2023-01,2024-07-17,9894.61,1187.35,1978.92,13060.89,0.0,Judicial,Em aberto
1988,IPTU,,2023-01,2024-12-24,3985.0,478.2,797.0,5260.2,0.0,Administrativa,Em aberto
1989,IPTU,,2024-01,2025-05-02,9173.45,1100.81,1834.69,12108.95,0.0,Administrativa,Em aberto
1990,IPTU,,2024-01,2025-01-10,4406.63,528.8,881.33,5816.75,0.0,Administrativa,Em aberto
1991,IPTU,,2022-01,2024-12-17,7409.6,889.15,1481.92,9780.67,0.0,Administrativa,Em aberto
1992,IPTU,,2023-01,2025-10-09,1320.36,158.44,264.07,1742.88,0.0,Administrativa,Em aberto
1993,IPTU,,2024-01,2025-07-08,19959.61,2395.15,3991.92,26346.69,0.0,Administrativa,Em aberto
1994,IPTU,,2023-01,2024-04-22,4541.76,545.01,908.35,5995.12,1652.87,Judicial,Parcelado
1995,IPTU,,2023-01,2025-12-06,1385.48,166.26,277.1,1828.83,204.7,Administrativa,Parcelado
1996,IPTU,,2022-01,2026-01-15,4684.19,562.1,936.84,6183.13,0.0,Judicial,Em aberto
1997,IPTU,,2023-01,2025-03-12,1931.77,231.81,386.35,2549.94,0.0,Judicial,Em aberto
1998,IPTU,,2022-01,2026-02-23,1779.43,213.53,355.89,2348.85,0.0,Judicial,Em aberto
1999,IPTU,,2024-01,2024-06-30,7720.63,926.48,1544.13,10191.23,0.0,Administrativa,Em aberto
2000,IPTU,,2024-01,2024-08-30,4886.69,586.4,977.34,6450.43,2213.7,Administrativa,Parcelado
2001,IPTU,,2023-01,2024-12-12,8609.98,1033.2,1722.0,11365.17,0.0,Administrativa,Em aberto
2002,IPTU,,2023-01,2024-12-04,3780.99,453.72,756.2,4990.91,1754.16,Administrativa,Parcelado
2003,IPTU,,2023-01,2024-11-24,2172.76,260.73,434.55,2868.04,0.0,Administrativa,Em aberto
2004,IPTU,,2024-01,2025-03-21,8268.94,992.27,1653.79,10915.0,2431.05,Administrativa,Parcelado
2005,IPTU,,2024-01,2025-07-12,898.66,107.84,179.73,1186.23,427.74,Judicial,Parcelado
2006,IPTU,,2022-01,2025-07-15,2754.85,330.58,550.97,3636.4,0.0,Judicial,Em aberto
2007,IPTU,,2024-01,2025-07-09,3523.67,422.84,704.73,4651.24,0.0,Judicial,Em aberto
2008,IPTU,,2022-01,2025-03-29,2446.4,293.57,489.28,3229.25,316.2,Judicial,Parcelado
2009,IPTU,,2022-01,2025-03-19,6030.43,723.65,1206.09,7960.17,0.0,Administrativa,Em aberto
2010,IPTU,,2023-01,2025-09-07,2487.19,298.46,497.44,3283.09,0.0,Judicial,Em aberto
2011,IPTU,,2022-01,2025-09-04,2598.65,311.84,519.73,3430.22,0.0,Administrativa,Em aberto
2012,IPTU,,2023-01,2025-03-03,4075.8,489.1,815.16,5380.06,0.0,Administrativa,Em aberto
2013,IPTU,,2022-01,2024-09-15,6791.38,814.97,1358.28,8964.62,0.0,Administrativa,Em aberto
2014,IPTU,,2023-01,2025-04-25,964.2,115.7,192.84,1272.74,441.87,Judicial,Parcelado
2015,IPTU,,2023-01,2024-06-15,4314.4,517.73,862.88,5695.01,0.0,Administrativa,Em aberto
2016,IPTU,,2022-01,2025-11-02,3700.29,444.03,740.06,4884.38,0.0,Administrativa,Em aberto
2017,IPTU,,2023-01,2025-06-10,4791.62,574.99,958.32,6324.94,1365.79,Administrativa,Parcelado
2018,IPTU,,2022-01,2025-08-01,3599.05,431.89,719.81,4750.75,0.0,Judicial,Em aberto
2019,IPTU,,2024-01,2024-08-06,1636.47,196.38,327.29,2160.14,400.25,Judicial,Parcelado
2020,IPTU,,2024-01,2025-03-12,1685.95,202.31,337.19,2225.45,0.0,Administrativa,Em aberto
2021,IPTU,,2023-01,2025-06-07,5434.77,652.17,1086.95,7173.9,60.29,Administrativa,Parcelado
2022,IPTU,,2022-01,2025-07-07,20007.29,2400.87,4001.46,26409.62,0.0,Judicial,Em aberto
2023,IPTU,,2022-01,2025-10-28,2575.92,309.11,515.18,3400.21,0.0,Judicial,Em aberto
2024,IPTU,,2024-01,2026-02-11,1392.6,167.11,278.52,1838.23,350.95,Judicial,Parcelado
2025,IPTU,,2023-01,2024-08-26,4654.96,558.6,930.99,6144.55,1301.66,Administrativa,Parcelado
2026,IPTU,,2024-01,2024-09-18,4964.83,595.78,992.97,6553.58,0.0,Judicial,Em aberto
2027,IPTU,,2024-01,2024-04-22,1510.03,181.2,302.01,1993.24,0.0,Administrativa,Em aberto
2028,IPTU,,2023-01,2025-09-14,15765.97,1891.92,3153.19,20811.08,0.0,Judicial,Em aberto
2029,IPTU,,2023-01,2025-03-04,1403.17,168.38,280.63,1852.18,0.0,Judicial,Em aberto
2030,IPTU,,2022-01,2024-07-05,3150.07,378.01,630.01,4158.09,0.0,Judicial,Em aberto
2031,IPTU,,2023-01,2025-10-10,4797.8,575.74,959.56,6333.1,0.0,Judicial,Em aberto
2032,IPTU,,2023-01,2024-10-07,2101.66,252.2,420.33,2774.19,971.9,Administrativa,Parcelado
2033,IPTU,,2022-01,2024-11-14,1513.08,181.57,302.62,1997.27,73.51,Judicial,Parcelado
2034,IPTU,,2022-01,2024-09-14,946.29,113.55,189.26,1249.1,36.39,Judicial,Parcelado
2035,IPTU,,2024-01,2024-11-12,12812.43,1537.49,2562.49,16912.41,3916.55,Administrativa,Parcelado
2036,IPTU,,2022-01,2025-01-23,11556.34,1386.76,2311.27,15254.37,1623.42,Administrativa,Parcelado
2037,IPTU,,2024-01,2024-08-23,4117.79,494.13,823.56,5435.48,0.0,Administrativa,Em aberto
2038,IPTU,,2024-01,2026-01-11,7002.33,840.28,1400.47,9243.08,2619.76,Judicial,Parcelado
2039,IPTU,,2022-01,2024-04-13,5345.31,641.44,1069.06,7055.81,0.0,Judicial,Em aberto
2040,IPTU,,2022-01,2025-04-07,5389.81,646.78,1077.96,7114.55,1193.86,Administrativa,Parcelado
2041,IPTU,,2023-01,2024-11-22,1357.05,162.85,271.41,1791.31,233.28,Judicial,Parcelado
2042,IPTU,,2022-01,2026-04-10,2194.22,263.31,438.84,2896.37,349.67,Judicial,Parcelado
2043,IPTU,,2024-01,2025-07-14,3234.04,388.08,646.81,4268.93,0.0,Administrativa,Em aberto
2044,IPTU,,2022-01,2024-12-20,2709.47,325.14,541.89,3576.5,0.0,Judicial,Em aberto
2045,IPTU,,2022-01,2025-10-29,2313.53,277.62,462.71,3053.86,0.0,Administrativa,Em aberto
2046,IPTU,,2024-01,2025-11-14,993.44,119.21,198.69,1311.34,498.77,Administrativa,Parcelado
2047,IPTU,,2023-01,2026-01-27,5509.06,661.09,1101.81,7271.96,0.0,Judicial,Em aberto
2048,IPTU,,2024-01,2024-08-22,2251.51,270.18,450.3,2971.99,0.0,Judicial,Em aberto
2049,IPTU,,2022-01,2025-06-11,2717.73,326.13,543.55,3587.4,22.02,Judicial,Parcelado
2050,IPTU,,2024-01,2024-08-30,7204.55,864.55,1440.91,9510.01,1861.61,Judicial,Parcelado
2051,IPTU,,2024-01,2026-04-07,4396.47,527.58,879.29,5803.34,583.1,Judicial,Parcelado
2052,IPTU,,2023-01,2025-11-10,13148.06,1577.77,2629.61,17355.44,0.0,Administrativa,Em aberto
2053,IPTU,,2022-01,2024-07-14,3064.32,367.72,612.86,4044.9,0.0,Judicial,Em aberto
2054,IPTU,,2023-01,2024-11-17,1196.75,143.61,239.35,1579.71,0.0,Administrativa,Em aberto
2055,IPTU,,2023-01,2024-07-02,2149.65,257.96,429.93,2837.54,0.0,Administrativa,Em aberto
2056,IPTU,,2022-01,2024-08-31,5152.46,618.3,1030.49,6801.25,0.0,Judicial,Em aberto
2057,IPTU,,2022-01,2024-11-17,2200.93,264.11,440.19,2905.23,538.32,Administrativa,Parcelado
2058,IPTU,,2022-01,2026-04-08,1078.69,129.44,215.74,1423.87,0.0,Administrativa,Em aberto
2059,IPTU,,2023-01,2025-05-23,2694.55,323.35,538.91,3556.81,0.0,Administrativa,Em aberto
2060,IPTU,,2022-01,2025-04-18,3118.93,374.27,623.79,4116.99,0.0,Judicial,Em aberto
2061,IPTU,,2023-01,2025-03-14,1889.74,226.77,377.95,2494.46,0.0,Administrativa,Em aberto
2062,IPTU,,2024-01,2024-04-18,3550.39,426.05,710.08,4686.51,535.5,Judicial,Parcelado
2063,IPTU,,2022-01,2025-07-10,10012.33,1201.48,2002.47,13216.28,0.0,Judicial,Em aberto
2064,IPTU,,2022-01,2025-01-11,5420.69,650.48,1084.14,7155.31,0.0,Judicial,Em aberto
2065,IPTU,,2023-01,2025-09-15,6736.23,808.35,1347.25,8891.82,0.0,Judicial,Em aberto
2066,IPTU,,2023-01,2025-01-22,2914.31,349.72,582.86,3846.89,0.0,Administrativa,Em aberto
2067,IPTU,,2023-01,2024-11-01,3362.14,403.46,672.43,4438.02,0.0,Administrativa,Em aberto
2068,IPTU,,2022-01,2025-08-23,1255.75,150.69,251.15,1657.59,466.35,Judicial,Parcelado
2069,IPTU,,2022-01,2024-12-31,2991.34,358.96,598.27,3948.57,0.0,Judicial,Em aberto
2070,IPTU,,2023-01,2025-06-14,1981.02,237.72,396.2,2614.95,524.53,Judicial,Parcelado
2071,IPTU,,2024-01,2024-07-31,3716.91,446.03,743.38,4906.32,0.0,Administrativa,Em aberto
2072,IPTU,,2022-01,2025-01-22,6488.38,778.61,1297.68,8564.66,0.0,Judicial,Em aberto
2073,IPTU,,2024-01,2026-01-17,1528.47,183.42,305.69,2017.58,0.0,Administrativa,Em aberto
2074,IPTU,,2024-01,2024-04-23,5833.62,700.03,1166.72,7700.38,2596.05,Judicial,Parcelado
2075,IPTU,,2023-01,2025-11-04,4978.17,597.38,995.63,6571.18,0.0,Judicial,Em aberto
2076,IPTU,,2023-01,2025-09-22,1754.6,210.55,350.92,2316.07,0.0,Administrativa,Em aberto
2077,IPTU,,2022-01,2026-02-09,5980.61,717.67,1196.12,7894.41,0.0,Administrativa,Em aberto
2078,IPTU,,2023-01,2025-10-09,1438.6,172.63,287.72,1898.95,0.0,Administrativa,Em aberto
2079,IPTU,,2022-01,2026-02-14,2947.85,353.74,589.57,3891.16,0.0,Administrativa,Em aberto
2080,IPTU,,2024-01,2024-06-03,1671.34,200.56,334.27,2206.17,484.5,Administrativa,Parcelado
2081,IPTU,,2022-01,2024-12-11,2794.03,335.28,558.81,3688.12,43.29,Administrativa,Parcelado
2082,IPTU,,2022-01,2024-08-31,5241.19,628.94,1048.24,6918.37,1492.68,Judicial,Parcelado
2083,IPTU,,2024-01,2025-03-05,4172.74,500.73,834.55,5508.02,1945.46,Administrativa,Parcelado
2084,IPTU,,2024-01,2024-09-12,2644.24,317.31,528.85,3490.4,242.92,Judicial,Parcelado
2085,IPTU,,2022-01,2025-03-21,5037.17,604.46,1007.43,6649.06,0.0,Administrativa,Em aberto
2086,IPTU,,2022-01,2025-01-18,7456.14,894.74,1491.23,9842.1,635.83,Administrativa,Parcelado
2087,IPTU,,2024-01,2026-04-04,2156.73,258.81,431.35,2846.88,599.06,Administrativa,Parcelado
2088,IPTU,,2022-01,2025-12-31,2530.98,303.72,506.2,3340.89,0.0,Administrativa,Em aberto
2089,IPTU,,2024-01,2025-03-26,7787.39,934.49,1557.48,10279.35,0.0,Administrativa,Em aberto
2090,IPTU,,2023-01,2025-08-06,8068.56,968.23,1613.71,10650.5,1764.78,Administrativa,Parcelado
2091,IPTU,,2024-01,2025-09-14,11658.83,1399.06,2331.77,15389.66,5449.9,Administrativa,Parcelado
2092,IPTU,,2024-01,2025-07-27,760.05,91.21,152.01,1003.27,0.0,Administrativa,Em aberto
2093,IPTU,,2022-01,2025-08-28,1468.45,176.21,293.69,1938.35,0.0,Judicial,Em aberto
2094,IPTU,,2024-01,2024-09-27,3700.43,444.05,740.09,4884.57,0.0,Judicial,Em aberto
2095,IPTU,,2023-01,2026-02-03,3277.71,393.33,655.54,4326.58,0.0,Administrativa,Em aberto
2096,IPTU,,2023-01,2025-03-17,2183.29,261.99,436.66,2881.94,839.14,Judicial,Parcelado
2097,IPTU,,2022-01,2024-10-05,3286.21,394.35,657.24,4337.8,0.0,Judicial,Em aberto
2098,IPTU,,2023-01,2025-04-17,2514.75,301.77,502.95,3319.47,288.8,Judicial,Parcelado
2099,IPTU,,2024-01,2024-12-18,2202.75,264.33,440.55,2907.63,539.99,Judicial,Parcelado
2100,IPTU,,2023-01,2026-01-18,28090.27,3370.83,5618.05,37079.16,0.0,Judicial,Em aberto
2101,IPTU,,2024-01,2025-09-15,1153.61,138.43,230.72,1522.77,411.26,Judicial,Parcelado
2102,IPTU,,2024-01,2024-10-08,10514.63,1261.76,2102.93,13879.31,0.0,Administrativa,Em aberto
2103,IPTU,,2022-01,2024-11-12,743.45,89.21,148.69,981.35,0.0,Judicial,Em aberto
2104,IPTU,,2024-01,2025-07-11,2291.8,275.02,458.36,3025.18,0.0,Judicial,Em aberto
2105,IPTU,,2024-01,2025-06-09,12982.15,1557.86,2596.43,17136.44,0.0,Administrativa,Em aberto
2106,IPTU,,2024-01,2025-05-11,4572.96,548.76,914.59,6036.31,868.26,Judicial,Parcelado
2107,IPTU,,2022-01,2024-05-11,4179.33,501.52,835.87,5516.72,0.0,Administrativa,Em aberto
2108,IPTU,,2022-01,2024-12-26,3441.51,412.98,688.3,4542.79,112.69,Judicial,Parcelado
2109,IPTU,,2024-01,2025-11-28,1196.42,143.57,239.28,1579.27,0.0,Administrativa,Em aberto
2110,IPTU,,2024-01,2025-12-02,1860.07,223.21,372.01,2455.29,875.74,Judicial,Parcelado
2111,IPTU,,2024-01,2024-09-23,4274.07,512.89,854.81,5641.77,2065.2,Administrativa,Parcelado
2112,IPTU,,2022-01,2024-09-16,2837.38,340.49,567.48,3745.34,425.56,Judicial,Parcelado
2113,IPTU,,2022-01,2025-03-12,4213.49,505.62,842.7,5561.81,0.0,Judicial,Em aberto
2114,IPTU,,2022-01,2024-07-09,1795.53,215.46,359.11,2370.1,0.0,Judicial,Em aberto
2115,IPTU,,2024-01,2025-08-17,3639.26,436.71,727.85,4803.82,1266.4,Judicial,Parcelado
2116,IPTU,,2024-01,2024-09-29,5326.02,639.12,1065.2,7030.35,349.06,Judicial,Parcelado
2117,IPTU,,2024-01,2024-05-12,7707.09,924.85,1541.42,10173.36,0.0,Judicial,Em aberto
2118,IPTU,,2023-01,2024-08-05,3891.56,466.99,778.31,5136.86,0.0,Judicial,Em aberto
2119,IPTU,,2023-01,2025-04-19,3606.71,432.81,721.34,4760.86,791.21,Judicial,Parcelado
2120,IPTU,,2022-01,2026-02-27,18666.62,2239.99,3733.32,24639.94,0.0,Administrativa,Em aberto
2121,IPTU,,2022-01,2024-06-06,3052.13,366.26,610.43,4028.81,218.38,Judicial,Parcelado
2122,IPTU,,2023-01,2025-11-04,2365.79,283.89,473.16,3122.84,0.0,Judicial,Em aberto
2123,IPTU,,2023-01,2025-10-27,1114.28,133.71,222.86,1470.85,0.0,Administrativa,Em aberto
2124,IPTU,,2022-01,2024-12-08,6964.51,835.74,1392.9,9193.15,2314.14,Administrativa,Parcelado
2125,IPTU,,2024-01,2024-05-18,1866.37,223.96,373.27,2463.61,0.0,Administrativa,Em aberto
2126,IPTU,,2024-01,2025-10-07,2002.37,240.28,400.47,2643.13,0.0,Judicial,Em aberto
2127,IPTU,,2022-01,2026-03-23,5956.45,714.77,1191.29,7862.51,310.92,Judicial,Parcelado
2128,IPTU,,2023-01,2025-04-20,1337.96,160.56,267.59,1766.11,0.0,Judicial,Em aberto
2129,IPTU,,2022-01,2024-05-28,5174.43,620.93,1034.89,6830.25,0.0,Administrativa,Em aberto
2130,IPTU,,2024-01,2024-07-30,584.02,70.08,116.8,770.91,0.0,Judicial,Em aberto
2131,IPTU,,2023-01,2024-08-02,20822.21,2498.67,4164.44,27485.32,8132.46,Judicial,Parcelado
2132,IPTU,,2024-01,2024-12-10,3452.53,414.3,690.51,4557.34,231.58,Judicial,Parcelado
2133,IPTU,,2024-01,2025-01-07,1870.07,224.41,374.01,2468.49,0.0,Administrativa,Em aberto
2134,IPTU,,2022-01,2025-11-03,2139.08,256.69,427.82,2823.59,248.36,Administrativa,Parcelado
2135,IPTU,,2024-01,2024-08-30,1342.8,161.14,268.56,1772.5,78.41,Judicial,Parcelado
2136,IPTU,,2022-01,2025-10-26,2157.45,258.89,431.49,2847.83,0.0,Judicial,Em aberto
2137,IPTU,,2024-01,2026-02-22,5162.74,619.53,1032.55,6814.82,0.0,Judicial,Em aberto
2138,IPTU,,2022-01,2024-07-29,1779.73,213.57,355.95,2349.24,0.0,Administrativa,Em aberto
2139,IPTU,,2022-01,2025-06-12,1231.34,147.76,246.27,1625.37,0.0,Administrativa,Em aberto
2140,IPTU,,2024-01,2025-05-13,4052.67,486.32,810.53,5349.52,1461.53,Administrativa,Parcelado
2141,IPTU,,2024-01,2025-07-26,4277.25,513.27,855.45,5645.97,0.0,Judicial,Em aberto
2142,IPTU,,2022-01,2024-12-03,2897.22,347.67,579.44,3824.33,1491.1,Judicial,Parcelado
2143,IPTU,,2024-01,2024-04-17,4654.31,558.52,930.86,6143.69,0.0,Judicial,Em aberto
2144,IPTU,,2024-01,2025-03-20,1960.09,235.21,392.02,2587.32,0.0,Administrativa,Em aberto
2145,IPTU,,2023-01,2025-07-27,5449.8,653.98,1089.96,7193.74,0.0,Administrativa,Em aberto
2146,IPTU,,2022-01,2024-09-29,17353.8,2082.46,3470.76,22907.02,7015.82,Judicial,Parcelado
2147,IPTU,,2022-01,2025-08-15,1596.78,191.61,319.36,2107.75,0.0,Administrativa,Em aberto
2148,IPTU,,2023-01,2025-08-23,3430.54,411.66,686.11,4528.31,1283.72,Administrativa,Parcelado
2149,IPTU,,2022-01,2026-02-23,3340.63,400.88,668.13,4409.63,0.0,Judicial,Em aberto
2150,IPTU,,2022-01,2024-04-12,2634.31,316.12,526.86,3477.29,0.0,Judicial,Em aberto
2151,IPTU,,2022-01,2025-07-14,2422.34,290.68,484.47,3197.49,806.19,Administrativa,Parcelado
2152,IPTU,,2024-01,2024-12-17,1616.67,194.0,323.33,2134.0,0.0,Judicial,Em aberto
2153,IPTU,,2023-01,2024-10-15,2891.51,346.98,578.3,3816.79,1306.1,Administrativa,Parcelado
2154,IPTU,,2024-01,2025-08-04,1968.68,236.24,393.74,2598.66,0.0,Judicial,Em aberto
2155,IPTU,,2024-01,2025-02-20,2373.47,284.82,474.69,3132.98,0.0,Judicial,Em aberto
2156,IPTU,,2023-01,2025-06-04,2583.94,310.07,516.79,3410.8,0.0,Administrativa,Em aberto
2157,IPTU,,2023-01,2025-06-02,1489.49,178.74,297.9,1966.13,0.0,Judicial,Em aberto
2158,IPTU,,2023-01,2024-07-06,3345.02,401.4,669.0,4415.43,549.66,Administrativa,Parcelado
2159,IPTU,,2022-01,2025-04-25,5386.99,646.44,1077.4,7110.83,0.0,Administrativa,Em aberto
2160,IPTU,,2022-01,2025-06-03,5078.35,609.4,1015.67,6703.42,0.0,Judicial,Em aberto
2161,IPTU,,2024-01,2024-05-02,5412.41,649.49,1082.48,7144.38,2279.36,Judicial,Parcelado
2162,IPTU,,2022-01,2024-12-31,3399.71,407.97,679.94,4487.62,0.0,Administrativa,Em aberto
2163,IPTU,,2024-01,2025-04-10,10634.24,1276.11,2126.85,14037.2,0.0,Judicial,Em aberto
2164,IPTU,,2022-01,2025-03-17,1253.56,150.43,250.71,1654.7,158.87,Judicial,Parcelado
2165,IPTU,,2023-01,2025-04-21,6425.65,771.08,1285.13,8481.86,0.0,Administrativa,Em aberto
2166,IPTU,,2023-01,2025-02-07,6938.56,832.63,1387.71,9158.9,0.0,Administrativa,Em aberto
2167,IPTU,,2022-01,2025-11-22,7393.03,887.16,1478.61,9758.8,0.0,Judicial,Em aberto
2168,IPTU,,2024-01,2024-11-08,1264.2,151.7,252.84,1668.74,0.0,Judicial,Em aberto
2169,IPTU,,2022-01,2025-08-25,1978.19,237.38,395.64,2611.21,0.0,Administrativa,Em aberto
2170,IPTU,,2024-01,2025-08-28,3289.08,394.69,657.82,4341.59,1701.57,Judicial,Parcelado
2171,IPTU,,2022-01,2024-05-17,3835.67,460.28,767.13,5063.08,0.0,Administrativa,Em aberto
2172,IPTU,,2024-01,2025-06-03,2556.11,306.73,511.22,3374.07,609.4,Judicial,Parcelado
2173,IPTU,,2024-01,2025-01-14,1169.09,140.29,233.82,1543.2,0.0,Administrativa,Em aberto
2174,IPTU,,2022-01,2024-07-26,2100.53,252.06,420.11,2772.7,0.0,Administrativa,Em aberto
2175,IPTU,,2023-01,2025-04-07,3595.18,431.42,719.04,4745.64,0.0,Judicial,Em aberto
2176,IPTU,,2023-01,2026-03-26,1291.88,155.03,258.38,1705.28,0.0,Administrativa,Em aberto
2177,IPTU,,2023-01,2025-06-19,10747.37,1289.68,2149.47,14186.53,0.0,Administrativa,Em aberto
2178,IPTU,,2023-01,2025-03-11,2533.66,304.04,506.73,3344.43,0.0,Administrativa,Em aberto
2179,IPTU,,2023-01,2024-11-22,4661.85,559.42,932.37,6153.64,755.93,Administrativa,Parcelado
2180,IPTU,,2023-01,2025-08-13,3616.35,433.96,723.27,4773.58,683.72,Administrativa,Parcelado
2181,IPTU,,2024-01,2024-05-03,16139.85,1936.78,3227.97,21304.6,0.0,Judicial,Em aberto
2182,IPTU,,2023-01,2024-07-03,1110.51,133.26,222.1,1465.87,0.0,Administrativa,Em aberto
2183,IPTU,,2024-01,2024-11-27,1150.15,138.02,230.03,1518.2,155.94,Judicial,Parcelado
2184,IPTU,,2023-01,2025-10-30,3706.09,444.73,741.22,4892.04,1093.44,Administrativa,Parcelado
2185,IPTU,,2024-01,2026-01-07,2392.66,287.12,478.53,3158.31,0.0,Judicial,Em aberto
2186,IPTU,,2023-01,2026-03-01,4252.08,510.25,850.42,5612.75,0.0,Administrativa,Em aberto
2187,IPTU,,2022-01,2024-05-08,5855.33,702.64,1171.07,7729.04,0.0,Judicial,Em aberto
2188,IPTU,,2022-01,2025-04-19,5772.56,692.71,1154.51,7619.78,0.0,Administrativa,Em aberto
2189,IPTU,,2022-01,2025-07-03,2265.92,271.91,453.18,2991.01,849.43,Administrativa,Parcelado
2190,IPTU,,2022-01,2024-07-11,3128.29,375.39,625.66,4129.34,0.0,Administrativa,Em aberto
2191,IPTU,,2023-01,2024-09-07,1976.76,237.21,395.35,2609.32,0.0,Judicial,Em aberto
2192,IPTU,,2023-01,2025-02-14,3412.12,409.45,682.42,4504.0,1731.77,Administrativa,Parcelado
2193,IPTU,,2024-01,2025-01-27,2227.48,267.3,445.5,2940.27,0.0,Administrativa,Em aberto
2194,IPTU,,2024-01,2026-03-24,7258.55,871.03,1451.71,9581.29,0.0,Administrativa,Em aberto
2195,IPTU,,2022-01,2024-05-06,4937.63,592.52,987.53,6517.67,0.0,Administrativa,Em aberto
2196,IPTU,,2024-01,2025-03-09,1202.51,144.3,240.5,1587.31,283.03,Judicial,Parcelado
2197,IPTU,,2022-01,2025-06-05,5588.09,670.57,1117.62,7376.28,1280.54,Administrativa,Parcelado
2198,IPTU,,2024-01,2024-11-19,3157.2,378.86,631.44,4167.5,0.0,Administrativa,Em aberto
2199,IPTU,,2024-01,2025-06-28,793.94,95.27,158.79,1048.0,52.86,Administrativa,Parcelado
2200,IPTU,,2024-01,2025-07-26,1825.39,219.05,365.08,2409.51,483.69,Administrativa,Parcelado
2201,IPTU,,2022-01,2025-07-15,4166.91,500.03,833.38,5500.32,597.61,Administrativa,Parcelado
2202,IPTU,,2024-01,2024-10-04,2486.51,298.38,497.3,3282.19,929.23,Administrativa,Parcelado
2203,IPTU,,2022-01,2025-05-14,1210.35,145.24,242.07,1597.66,0.0,Judicial,Em aberto
2204,IPTU,,2024-01,2025-08-05,5373.69,644.84,1074.74,7093.27,2754.37,Judicial,Parcelado
2205,IPTU,,2023-01,2024-04-26,3160.06,379.21,632.01,4171.28,0.0,Judicial,Em aberto
2206,IPTU,,2024-01,2025-09-22,1347.12,161.65,269.42,1778.2,0.0,Administrativa,Em aberto
2207,IPTU,,2024-01,2025-04-11,2096.46,251.58,419.29,2767.33,0.0,Judicial,Em aberto
2208,IPTU,,2023-01,2024-06-10,4304.09,516.49,860.82,5681.4,1432.51,Judicial,Parcelado
2209,IPTU,,2024-01,2024-09-12,669.52,80.34,133.9,883.77,24.58,Judicial,Parcelado
