id_itbi,id_imovel,bairro,tipo_imovel,mes_competencia,valor_venal_iptu,valor_declarado_escritura,razao_decl_venal,base_calculo,itbi_devido,itbi_recolhido,gap_itbi,subavaliacao_detectada,ano
673,7522,Cidade Nautica,Residencial,2023-06,1072446.99,648049.49,0.604,1072446.99,21448.94,12960.99,8487.95,1,2023
674,8144,Esplanada dos Barreiros,Residencial,2024-07,355803.28,402056.32,1.13,402056.32,8041.13,8041.13,0.0,0,2024
675,13698,Vila São Jorge,Residencial,2022-02,1397227.81,1328232.79,0.951,1397227.81,27944.56,26564.66,1379.9,0,2022
676,13393,Porto Grande,Comercial,2024-09,707773.85,442306.6,0.625,707773.85,14155.48,8846.13,5309.34,1,2024
677,3816,Cidade Nautica,Residencial,2022-01,484572.3,462267.65,0.954,484572.3,9691.45,9245.35,446.09,0,2022
678,4163,Catiapoa,Residencial,2023-09,171411.94,168750.74,0.984,171411.94,3428.24,3375.01,53.22,0,2023
679,6258,Parque Bitaru,Residencial,2023-12,198146.78,126049.49,0.636,198146.78,3962.94,2520.99,1441.95,1,2023
680,11690,Esplanada dos Barreiros,Residencial,2023-12,616600.34,508907.47,0.825,616600.34,12332.01,10178.15,2153.86,0,2023
681,3244,Japuí,Comercial,2024-06,699325.53,733725.06,1.049,733725.06,14674.5,14674.5,0.0,0,2024
682,5501,Ilha Porchat,Residencial,2022-04,1720843.93,1715719.03,0.997,1720843.93,34416.88,34314.38,102.5,0,2022
683,6555,Centro,Comercial,2023-09,826458.39,934274.97,1.13,934274.97,18685.5,18685.5,0.0,0,2023
684,13504,Esplanada dos Barreiros,Residencial,2024-01,199524.31,191839.91,0.961,199524.31,3990.49,3836.8,153.69,0,2024
685,9741,Esplanada dos Barreiros,Comercial,2022-01,235080.57,110481.72,0.47,235080.57,4701.61,2209.63,2491.98,1,2022
686,814,Parque Bitaru,Residencial,2022-10,225562.85,250717.16,1.112,250717.16,5014.34,5014.34,0.0,0,2022
687,1525,Jardim Rio Branco,Industrial,2023-05,131394.01,138404.35,1.053,138404.35,2768.09,2768.09,0.0,0,2023
688,4978,Esplanada dos Barreiros,Residencial,2023-04,1022389.6,940387.99,0.92,1022389.6,20447.79,18807.76,1640.03,0,2023
689,781,Japuí,Residencial,2022-10,227977.93,187257.28,0.821,227977.93,4559.56,3745.15,814.41,0,2022
690,7953,Vila Bocaina,Comercial,2022-03,700192.86,662638.07,0.946,700192.86,14003.86,13252.76,751.1,0,2022
691,438,Cidade Nautica,Industrial,2023-10,329293.09,349486.4,1.061,349486.4,6989.73,6989.73,0.0,0,2023
692,8194,Ilha Porchat,Residencial,2024-01,232316.65,177956.22,0.766,232316.65,4646.33,3559.12,1087.21,1,2024
693,8957,Porto Grande,Comercial,2023-09,1169557.02,1187445.36,1.015,1187445.36,23748.91,23748.91,0.0,0,2023
694,4613,Japuí,Residencial,2024-03,233873.69,149371.56,0.639,233873.69,4677.47,2987.43,1690.04,1,2024
695,4828,Esplanada dos Barreiros,Residencial,2022-08,316460.48,185033.71,0.585,316460.48,6329.21,3700.67,2628.54,1,2022
696,2789,Vila Bocaina,Residencial,2024-12,863756.48,834690.54,0.966,863756.48,17275.13,16693.81,581.32,0,2024
697,11115,Cidade Nautica,Comercial,2024-12,997284.31,1007639.46,1.01,1007639.46,20152.79,20152.79,0.0,0,2024
698,802,Vila São Jorge,Residencial,2022-07,958552.18,990056.52,1.033,990056.52,19801.13,19801.13,0.0,0,2022
699,3089,Parque Bitaru,Residencial,2022-11,344865.25,352919.49,1.023,352919.49,7058.39,7058.39,0.0,0,2022
700,5478,Catiapoa,Residencial,2024-06,309952.75,347416.09,1.121,347416.09,6948.32,6948.32,0.0,0,2024
701,13083,Ilha Porchat,Residencial,2023-06,545708.22,493927.91,0.905,545708.22,10914.16,9878.56,1035.61,0,2023
702,6082,Vila Nova,Residencial,2024-12,475622.95,510386.02,1.073,510386.02,10207.72,10207.72,0.0,0,2024
703,9234,Glória,Residencial,2024-07,183543.33,87831.24,0.479,183543.33,3670.87,1756.62,1914.24,1,2024
704,5514,Esplanada dos Barreiros,Residencial,2022-02,245710.07,118562.1,0.483,245710.07,4914.2,2371.24,2542.96,1,2022
705,12597,Vila São Jorge,Residencial,2022-06,204083.21,164572.49,0.806,204083.21,4081.66,3291.45,790.21,0,2022
706,8042,Centro,Comercial,2023-01,1721915.15,1396896.47,0.811,1721915.15,34438.3,27937.93,6500.37,0,2023
707,4977,Glória,Industrial,2022-03,234775.91,210859.92,0.898,234775.91,4695.52,4217.2,478.32,0,2022
708,7962,Jardim Rio Branco,Residencial,2022-06,232672.51,265940.33,1.143,265940.33,5318.81,5318.81,0.0,0,2022
709,12374,Porto Grande,Residencial,2022-01,549725.72,296669.07,0.54,549725.72,10994.51,5933.38,5061.13,1,2022
710,6195,Cidade Nautica,Residencial,2022-04,137076.03,148732.35,1.085,148732.35,2974.65,2974.65,0.0,0,2022
711,8473,Centro,Comercial,2023-05,703621.4,675573.34,0.96,703621.4,14072.43,13511.47,560.96,0,2023
712,4028,Ilha Porchat,Comercial,2024-07,714536.23,735902.32,1.03,735902.32,14718.05,14718.05,0.0,0,2024
713,12690,Vila São Jorge,Residencial,2024-06,372640.77,248219.48,0.666,372640.77,7452.82,4964.39,2488.43,1,2024
714,1312,Vila Bocaina,Comercial,2022-07,406743.82,360815.48,0.887,406743.82,8134.88,7216.31,918.57,0,2022
715,12019,Porto Grande,Residencial,2022-08,503239.46,510920.72,1.015,510920.72,10218.41,10218.41,0.0,0,2022
716,1191,Parque Bitaru,Residencial,2024-06,117180.62,130244.97,1.111,130244.97,2604.9,2604.9,0.0,0,2024
717,2402,Porto Grande,Comercial,2024-06,149330.41,128346.92,0.859,149330.41,2986.61,2566.94,419.67,0,2024
718,8714,Vila Nova,Residencial,2022-01,1004260.15,906034.98,0.902,1004260.15,20085.2,18120.7,1964.5,0,2022
719,5709,Centro,Industrial,2024-02,605068.3,586289.61,0.969,605068.3,12101.37,11725.79,375.57,0,2024
720,5866,Vila Nova,Comercial,2023-12,1786289.46,1861803.86,1.042,1861803.86,37236.08,37236.08,0.0,0,2023
721,12422,Vila Nova,Comercial,2023-07,177507.28,162236.73,0.914,177507.28,3550.15,3244.73,305.41,0,2023
722,7239,Vila Bocaina,Residencial,2023-09,1280606.58,1163463.04,0.909,1280606.58,25612.13,23269.26,2342.87,0,2023
723,12771,Japuí,Residencial,2023-02,539140.06,579436.9,1.075,579436.9,11588.74,11588.74,0.0,0,2023
724,5240,Centro,Industrial,2024-02,515343.31,566248.58,1.099,566248.58,11324.97,11324.97,0.0,0,2024
725,10373,Cidade Nautica,Comercial,2023-07,1268124.03,1169548.13,0.922,1268124.03,25362.48,23390.96,1971.52,0,2023
726,8114,Japuí,Residencial,2023-01,810951.73,711907.73,0.878,810951.73,16219.03,14238.15,1980.88,0,2023
727,5901,Vila Margarida,Residencial,2024-08,2279346.01,2475120.88,1.086,2475120.88,49502.42,49502.42,0.0,0,2024
728,9896,Jardim Rio Branco,Residencial,2022-12,193671.79,131439.29,0.679,193671.79,3873.44,2628.79,1244.65,1,2022
729,4793,Ilha Porchat,Residencial,2023-05,290539.2,273920.83,0.943,290539.2,5810.78,5478.42,332.37,0,2023
730,8876,Porto Grande,Residencial,2024-12,247942.42,188873.38,0.762,247942.42,4958.85,3777.47,1181.38,1,2024
731,7517,Vila Margarida,Comercial,2023-11,527241.55,593137.74,1.125,593137.74,11862.75,11862.75,0.0,0,2023
732,5371,Glória,Residencial,2023-11,770660.55,815943.17,1.059,815943.17,16318.86,16318.86,0.0,0,2023
733,7442,Parque Bitaru,Residencial,2022-06,177218.62,199817.34,1.128,199817.34,3996.35,3996.35,0.0,0,2022
734,8016,Vila Bocaina,Residencial,2024-03,650110.52,600572.14,0.924,650110.52,13002.21,12011.44,990.77,0,2024
735,1068,Ilha Porchat,Residencial,2023-10,224210.41,243714.61,1.087,243714.61,4874.29,4874.29,0.0,0,2023
736,2831,Vila Margarida,Industrial,2024-08,360646.31,358777.56,0.995,360646.31,7212.93,7175.55,37.38,0,2024
737,7805,Vila Margarida,Residencial,2023-11,311195.19,155254.37,0.499,311195.19,6223.9,3105.09,3118.82,1,2023
738,12804,Vila Bocaina,Industrial,2024-11,239276.53,229860.89,0.961,239276.53,4785.53,4597.22,188.31,0,2024
739,12780,Vila São Jorge,Residencial,2022-01,191454.2,154522.72,0.807,191454.2,3829.08,3090.45,738.63,0,2022
740,1726,Alto da Boa Vista,Comercial,2023-10,629412.13,675399.3,1.073,675399.3,13507.99,13507.99,0.0,0,2023
741,5854,Japuí,Residencial,2024-12,576545.51,584692.27,1.014,584692.27,11693.85,11693.85,0.0,0,2024
742,1339,Vila Bocaina,Residencial,2022-06,413049.03,340627.66,0.825,413049.03,8260.98,6812.55,1448.43,0,2022
743,6991,Catiapoa,Residencial,2023-01,119503.1,117170.04,0.98,119503.1,2390.06,2343.4,46.66,0,2023
744,12435,Vila Nova,Residencial,2022-06,595581.78,507472.34,0.852,595581.78,11911.64,10149.45,1762.19,0,2022
745,7674,Japuí,Comercial,2022-08,530627.08,515250.54,0.971,530627.08,10612.54,10305.01,307.53,0,2022
746,2983,Catiapoa,Residencial,2022-05,342716.21,267940.08,0.782,342716.21,6854.32,5358.8,1495.52,1,2022
747,10437,Esplanada dos Barreiros,Residencial,2023-07,344125.32,328150.49,0.954,344125.32,6882.51,6563.01,319.5,0,2023
748,1724,Glória,Comercial,2023-04,698653.93,603732.16,0.864,698653.93,13973.08,12074.64,1898.44,0,2023
749,6835,Parque Bitaru,Residencial,2023-07,268090.76,220113.9,0.821,268090.76,5361.82,4402.28,959.54,0,2023
750,12704,Vila Nova,Residencial,2022-11,574940.06,468930.9,0.816,574940.06,11498.8,9378.62,2120.18,0,2022
751,6140,Esplanada dos Barreiros,Comercial,2023-09,596355.59,505225.06,0.847,596355.59,11927.11,10104.5,1822.61,0,2023
752,11757,Centro,Residencial,2022-11,281357.91,233142.07,0.829,281357.91,5627.16,4662.84,964.32,0,2022
753,13242,Vila Bocaina,Residencial,2024-03,233651.67,105629.86,0.452,233651.67,4673.03,2112.6,2560.44,1,2024
754,10633,Porto Grande,Comercial,2023-06,396358.1,363159.83,0.916,396358.1,7927.16,7263.2,663.97,0,2023
755,11159,Ilha Porchat,Residencial,2022-06,542215.39,301014.5,0.555,542215.39,10844.31,6020.29,4824.02,1,2022
756,1525,Jardim Rio Branco,Industrial,2022-06,131394.01,97101.13,0.739,131394.01,2627.88,1942.02,685.86,1,2022
757,9638,Alto da Boa Vista,Residencial,2024-06,376553.07,315666.53,0.838,376553.07,7531.06,6313.33,1217.73,0,2024
758,10957,Catiapoa,Residencial,2023-09,309079.99,325401.39,1.053,325401.39,6508.03,6508.03,0.0,0,2023
759,9650,Parque Bitaru,Residencial,2024-06,441794.22,483612.48,1.095,483612.48,9672.25,9672.25,0.0,0,2024
760,8302,Vila Margarida,Residencial,2023-11,375589.49,322901.45,0.86,375589.49,7511.79,6458.03,1053.76,0,2023
761,4772,Alto da Boa Vista,Industrial,2022-12,534360.17,447057.18,0.837,534360.17,10687.2,8941.14,1746.06,0,2022
762,1483,Esplanada dos Barreiros,Comercial,2022-06,552611.81,471575.19,0.853,552611.81,11052.24,9431.5,1620.73,0,2022
763,10371,Alto da Boa Vista,Comercial,2022-11,278508.32,224955.65,0.808,278508.32,5570.17,4499.11,1071.05,0,2022
764,11124,Cidade Nautica,Residencial,2023-06,585701.61,308022.98,0.526,585701.61,11714.03,6160.46,5553.57,1,2023
765,3487,Vila São Jorge,Comercial,2024-05,852767.45,814354.13,0.955,852767.45,17055.35,16287.08,768.27,0,2024
766,8214,Alto da Boa Vista,Comercial,2022-05,219803.41,175955.42,0.801,219803.41,4396.07,3519.11,876.96,0,2022
767,3862,Alto da Boa Vista,Residencial,2024-05,172409.72,181955.54,1.055,181955.54,3639.11,3639.11,0.0,0,2024
768,2030,Parque Bitaru,Residencial,2023-11,481679.58,386502.65,0.802,481679.58,9633.59,7730.05,1903.54,0,2023
769,7291,Glória,Residencial,2022-02,554491.0,580728.42,1.047,580728.42,11614.57,11614.57,0.0,0,2022
770,3255,Ilha Porchat,Residencial,2022-06,1034100.55,968751.04,0.937,1034100.55,20682.01,19375.02,1306.99,0,2022
771,5862,Porto Grande,Industrial,2022-01,353957.75,305231.3,0.862,353957.75,7079.15,6104.63,974.53,0,2022
772,11559,Vila Margarida,Residencial,2024-01,437710.35,469089.69,1.072,469089.69,9381.79,9381.79,0.0,0,2024
773,4629,Parque Bitaru,Residencial,2022-04,213692.58,151012.53,0.707,213692.58,4273.85,3020.25,1253.6,1,2022
774,9873,Porto Grande,Residencial,2023-03,817479.46,737994.75,0.903,817479.46,16349.59,14759.9,1589.69,0,2023
775,6619,Ilha Porchat,Residencial,2024-07,986031.89,602914.25,0.611,986031.89,19720.64,12058.28,7662.35,1,2024
776,13112,Vila Nova,Residencial,2024-07,197166.33,131297.25,0.666,197166.33,3943.33,2625.95,1317.38,1,2024
777,13700,Catiapoa,Residencial,2023-08,839747.79,817682.82,0.974,839747.79,16794.96,16353.66,441.3,0,2023
778,13023,Porto Grande,Residencial,2022-04,262895.98,157990.44,0.601,262895.98,5257.92,3159.81,2098.11,1,2022
779,4723,Porto Grande,Residencial,2022-07,508503.76,282457.72,0.555,508503.76,10170.08,5649.15,4520.92,1,2022
780,5263,Porto Grande,Residencial,2022-08,601177.67,646432.43,1.075,646432.43,12928.65,12928.65,0.0,0,2022
781,5374,Vila São Jorge,Residencial,2022-06,470537.36,405993.47,0.863,470537.36,9410.75,8119.87,1290.88,0,2022
782,10466,Vila Nova,Residencial,2022-01,222974.13,229038.14,1.027,229038.14,4580.76,4580.76,0.0,0,2022
783,4104,Vila São Jorge,Residencial,2023-05,528299.9,501088.65,0.948,528299.9,10566.0,10021.77,544.23,0,2023
784,10287,Catiapoa,Comercial,2022-09,608929.9,667379.4,1.096,667379.4,13347.59,13347.59,0.0,0,2022
785,7322,Porto Grande,Residencial,2023-06,369904.21,404987.34,1.095,404987.34,8099.75,8099.75,0.0,0,2023
786,9587,Vila Bocaina,Residencial,2022-03,108576.65,113083.44,1.042,113083.44,2261.67,2261.67,0.0,0,2022
787,14578,Centro,Comercial,2023-05,860863.38,925566.27,1.075,925566.27,18511.33,18511.33,0.0,0,2023
788,10079,Vila Margarida,Residencial,2022-09,373430.81,251564.18,0.674,373430.81,7468.62,5031.28,2437.33,1,2022
789,10629,Ilha Porchat,Residencial,2023-07,848922.42,695812.05,0.82,848922.42,16978.45,13916.24,3062.21,0,2023
790,11276,Parque Bitaru,Residencial,2024-11,196176.34,196672.64,1.003,196672.64,3933.45,3933.45,0.0,0,2024
791,3415,Vila Nova,Comercial,2024-09,1036293.15,959748.83,0.926,1036293.15,20725.86,19194.98,1530.89,0,2024
792,7227,Catiapoa,Comercial,2022-01,614157.59,598211.06,0.974,614157.59,12283.15,11964.22,318.93,0,2022
793,11317,Japuí,Residencial,2023-02,377523.14,307859.92,0.815,377523.14,7550.46,6157.2,1393.26,0,2023
794,13863,Centro,Comercial,2022-12,219439.25,240478.49,1.096,240478.49,4809.57,4809.57,0.0,0,2022
795,560,Parque Bitaru,Comercial,2022-08,436159.07,331427.01,0.76,436159.07,8723.18,6628.54,2094.64,1,2022
796,1363,Alto da Boa Vista,Residencial,2023-03,263435.84,289342.4,1.098,289342.4,5786.85,5786.85,0.0,0,2023
797,1714,Vila São Jorge,Comercial,2022-11,444150.45,288325.57,0.649,444150.45,8883.01,5766.51,3116.5,1,2022
798,12932,Alto da Boa Vista,Residencial,2023-09,185109.94,201539.52,1.089,201539.52,4030.79,4030.79,0.0,0,2023
799,8394,Catiapoa,Comercial,2023-05,974445.32,946505.4,0.971,974445.32,19488.91,18930.11,558.8,0,2023
800,921,Centro,Comercial,2024-11,1580287.25,1704870.63,1.079,1704870.63,34097.41,34097.41,0.0,0,2024
801,1040,Ilha Porchat,Residencial,2022-01,772969.92,748405.62,0.968,772969.92,15459.4,14968.11,491.29,0,2022
802,5567,Vila Margarida,Residencial,2024-10,447343.58,493026.1,1.102,493026.1,9860.52,9860.52,0.0,0,2024
803,14922,Vila Nova,Residencial,2022-12,719365.69,655855.58,0.912,719365.69,14387.31,13117.11,1270.2,0,2022
804,150,Vila Bocaina,Residencial,2023-02,563736.06,639557.62,1.134,639557.62,12791.15,12791.15,0.0,0,2023
805,2346,Vila Bocaina,Comercial,2023-11,283969.8,132221.42,0.466,283969.8,5679.4,2644.43,3034.97,1,2023
806,4019,Parque Bitaru,Residencial,2024-09,88464.03,87680.38,0.991,88464.03,1769.28,1753.61,15.67,0,2024
807,14416,Parque Bitaru,Residencial,2023-04,120525.48,118674.08,0.985,120525.48,2410.51,2373.48,37.03,0,2023
808,6994,Ilha Porchat,Industrial,2023-01,1310638.88,1337180.72,1.02,1337180.72,26743.61,26743.61,0.0,0,2023
809,2075,Japuí,Comercial,2023-04,1454076.46,910260.8,0.626,1454076.46,29081.53,18205.22,10876.31,1,2023
810,5441,Catiapoa,Residencial,2022-08,224608.47,229429.78,1.021,229429.78,4588.6,4588.6,0.0,0,2022
811,14955,Esplanada dos Barreiros,Industrial,2023-06,240469.53,185061.87,0.77,240469.53,4809.39,3701.24,1108.15,1,2023
812,4618,Ilha Porchat,Residencial,2023-04,284600.68,255811.22,0.899,284600.68,5692.01,5116.22,575.79,0,2023
813,12368,Vila Bocaina,Residencial,2022-05,578908.94,610005.2,1.054,610005.2,12200.1,12200.1,0.0,0,2022
814,12757,Jardim Rio Branco,Comercial,2022-04,411468.77,264914.48,0.644,411468.77,8229.38,5298.29,2931.09,1,2022
815,13876,Vila Nova,Residencial,2023-01,651100.83,428298.77,0.658,651100.83,13022.02,8565.98,4456.04,1,2023
816,12234,Glória,Residencial,2022-02,419883.67,403965.58,0.962,419883.67,8397.67,8079.31,318.36,0,2022
817,5920,Vila Bocaina,Residencial,2023-05,342220.12,318718.5,0.931,342220.12,6844.4,6374.37,470.03,0,2023
818,10473,Catiapoa,Residencial,2022-12,261262.2,152706.47,0.584,261262.2,5225.24,3054.13,2171.11,1,2022
819,13013,Vila Margarida,Comercial,2023-04,1145772.93,1072383.5,0.936,1145772.93,22915.46,21447.67,1467.79,0,2023
820,6857,Alto da Boa Vista,Residencial,2023-01,491742.04,548435.93,1.115,548435.93,10968.72,10968.72,0.0,0,2023
821,1409,Vila Bocaina,Residencial,2022-10,692671.42,784887.95,1.133,784887.95,15697.76,15697.76,0.0,0,2022
822,3745,Centro,Residencial,2024-11,853109.61,929408.34,1.089,929408.34,18588.17,18588.17,0.0,0,2024
823,6259,Vila Bocaina,Comercial,2022-12,455726.04,389096.88,0.854,455726.04,9114.52,7781.94,1332.58,0,2022
824,14949,Jardim Rio Branco,Industrial,2024-02,273020.62,246120.23,0.901,273020.62,5460.41,4922.4,538.01,0,2024
825,3862,Alto da Boa Vista,Residencial,2022-10,172409.72,90881.28,0.527,172409.72,3448.19,1817.63,1630.57,1,2022
826,3972,Ilha Porchat,Residencial,2023-05,561005.58,596122.8,1.063,596122.8,11922.46,11922.46,0.0,0,2023
827,10642,Catiapoa,Comercial,2023-11,268688.21,215799.71,0.803,268688.21,5373.76,4315.99,1057.77,0,2023
828,13153,Glória,Residencial,2022-02,140544.24,137877.84,0.981,140544.24,2810.88,2757.56,53.33,0,2022
829,8923,Catiapoa,Residencial,2024-05,424778.77,286904.47,0.675,424778.77,8495.58,5738.09,2757.49,1,2024
830,3697,Porto Grande,Residencial,2022-08,258064.74,229294.41,0.889,258064.74,5161.29,4585.89,575.41,0,2022
831,3006,Vila São Jorge,Residencial,2022-05,376489.43,414764.53,1.102,414764.53,8295.29,8295.29,0.0,0,2022
832,9604,Vila Nova,Residencial,2023-12,738303.18,365849.89,0.496,738303.18,14766.06,7317.0,7449.07,1,2023
833,8997,Glória,Comercial,2022-06,349518.91,339871.22,0.972,349518.91,6990.38,6797.42,192.95,0,2022
834,7871,Vila Nova,Residencial,2022-07,212540.68,199267.08,0.938,212540.68,4250.81,3985.34,265.47,0,2022
835,14810,Porto Grande,Residencial,2023-01,311356.56,300754.27,0.966,311356.56,6227.13,6015.09,212.05,0,2023
836,1513,Centro,Residencial,2023-12,1119360.19,1163206.44,1.039,1163206.44,23264.13,23264.13,0.0,0,2023
837,12202,Alto da Boa Vista,Residencial,2022-12,387530.08,358625.24,0.925,387530.08,7750.6,7172.5,578.1,0,2022
838,12254,Vila Nova,Residencial,2024-12,449881.53,454483.16,1.01,454483.16,9089.66,9089.66,0.0,0,2024
839,5604,Glória,Industrial,2023-08,256812.79,214370.89,0.835,256812.79,5136.26,4287.42,848.84,0,2023
840,9474,Cidade Nautica,Residencial,2022-08,229214.85,113201.75,0.494,229214.85,4584.3,2264.03,2320.26,1,2022
841,12461,Alto da Boa Vista,Residencial,2024-05,313802.25,260175.95,0.829,313802.25,6276.05,5203.52,1072.53,0,2024
842,8393,Vila Margarida,Industrial,2022-10,359195.84,221061.04,0.615,359195.84,7183.92,4421.22,2762.7,1,2022
843,747,Glória,Residencial,2022-07,232869.95,265417.2,1.14,265417.2,5308.34,5308.34,0.0,0,2022
844,4952,Japuí,Residencial,2023-01,177863.38,150439.4,0.846,177863.38,3557.27,3008.79,548.48,0,2023
845,14804,Vila São Jorge,Comercial,2022-06,636945.33,640127.44,1.005,640127.44,12802.55,12802.55,0.0,0,2022
846,10360,Alto da Boa Vista,Residencial,2022-11,908804.41,829348.66,0.913,908804.41,18176.09,16586.97,1589.12,0,2022
847,7540,Vila São Jorge,Comercial,2022-03,485184.6,510711.43,1.053,510711.43,10214.23,10214.23,0.0,0,2022
848,13755,Porto Grande,Comercial,2022-06,246505.12,202309.43,0.821,246505.12,4930.1,4046.19,883.91,0,2022
849,4114,Catiapoa,Residencial,2024-06,315123.63,295760.34,0.939,315123.63,6302.47,5915.21,387.27,0,2024
850,3050,Ilha Porchat,Residencial,2022-02,351010.87,314932.99,0.897,351010.87,7020.22,6298.66,721.56,0,2022
851,8289,Vila Nova,Comercial,2022-08,514533.89,452649.14,0.88,514533.89,10290.68,9052.98,1237.7,0,2022
852,602,Vila Bocaina,Residencial,2023-10,477213.74,489054.02,1.025,489054.02,9781.08,9781.08,0.0,0,2023
853,12197,Cidade Nautica,Comercial,2023-06,350722.38,356091.66,1.015,356091.66,7121.83,7121.83,0.0,0,2023
854,5496,Jardim Rio Branco,Residencial,2024-02,241100.5,226652.38,0.94,241100.5,4822.01,4533.05,288.96,0,2024
855,13702,Catiapoa,Comercial,2022-08,458287.33,448665.05,0.979,458287.33,9165.75,8973.3,192.45,0,2022
856,5360,Porto Grande,Residencial,2022-03,385675.76,346481.37,0.898,385675.76,7713.52,6929.63,783.89,0,2022
857,4172,Ilha Porchat,Residencial,2022-02,230430.41,139294.51,0.604,230430.41,4608.61,2785.89,1822.72,1,2022
858,6692,Centro,Comercial,2024-12,402284.76,432433.13,1.075,432433.13,8648.66,8648.66,0.0,0,2024
859,7858,Japuí,Comercial,2024-08,1490599.27,819215.02,0.55,1490599.27,29811.99,16384.3,13427.69,1,2024
860,8095,Vila Margarida,Comercial,2024-04,640360.36,576046.0,0.9,640360.36,12807.21,11520.92,1286.29,0,2024
861,5883,Vila Bocaina,Comercial,2024-12,318580.07,326115.02,1.024,326115.02,6522.3,6522.3,0.0,0,2024
862,14687,Vila Nova,Residencial,2023-04,245553.49,267154.71,1.088,267154.71,5343.09,5343.09,0.0,0,2023
863,6791,Glória,Comercial,2024-05,1056470.34,1148754.36,1.087,1148754.36,22975.09,22975.09,0.0,0,2024
864,8750,Ilha Porchat,Residencial,2024-01,540919.56,504728.97,0.933,540919.56,10818.39,10094.58,723.81,0,2024
865,11901,Esplanada dos Barreiros,Comercial,2024-02,323829.08,267696.88,0.827,323829.08,6476.58,5353.94,1122.64,0,2024
866,3086,Vila Nova,Residencial,2024-01,331556.1,287143.95,0.866,331556.1,6631.12,5742.88,888.24,0,2024
867,1035,Esplanada dos Barreiros,Residencial,2024-09,240893.76,207232.73,0.86,240893.76,4817.88,4144.65,673.22,0,2024
868,12394,Centro,Industrial,2023-04,1269150.73,1082405.48,0.853,1269150.73,25383.01,21648.11,3734.9,0,2023
869,1767,Glória,Comercial,2022-03,249251.77,283198.94,1.136,283198.94,5663.98,5663.98,0.0,0,2022
870,8548,Alto da Boa Vista,Residencial,2022-05,381759.42,353788.34,0.927,381759.42,7635.19,7075.77,559.42,0,2022
871,3690,Glória,Residencial,2024-11,253709.04,254526.98,1.003,254526.98,5090.54,5090.54,0.0,0,2024
872,14089,Centro,Residencial,2023-03,477293.47,453574.27,0.95,477293.47,9545.87,9071.49,474.38,0,2023
873,6335,Jardim Rio Branco,Residencial,2022-07,176074.64,133866.1,0.76,176074.64,3521.49,2677.32,844.17,1,2022
874,7771,Vila Nova,Residencial,2024-06,544160.69,576588.74,1.06,576588.74,11531.77,11531.77,0.0,0,2024
875,280,Centro,Residencial,2023-08,181881.93,191573.8,1.053,191573.8,3831.48,3831.48,0.0,0,2023
876,5325,Esplanada dos Barreiros,Residencial,2022-04,604180.53,366611.08,0.607,604180.53,12083.61,7332.22,4751.39,1,2022
877,2061,Vila Nova,Residencial,2022-01,313779.8,333009.61,1.061,333009.61,6660.19,6660.19,0.0,0,2022
878,11259,Jardim Rio Branco,Residencial,2023-06,425168.51,307157.4,0.722,425168.51,8503.37,6143.15,2360.22,1,2023
879,11,Parque Bitaru,Industrial,2023-11,352218.99,276196.47,0.784,352218.99,7044.38,5523.93,1520.45,1,2023
880,3194,Catiapoa,Comercial,2022-11,495872.93,420786.27,0.849,495872.93,9917.46,8415.73,1501.73,0,2022
881,9967,Centro,Residencial,2023-05,746314.1,773576.24,1.037,773576.24,15471.52,15471.52,0.0,0,2023
882,8203,Parque Bitaru,Residencial,2024-07,138289.57,71427.13,0.517,138289.57,2765.79,1428.54,1337.25,1,2024
883,8213,Jardim Rio Branco,Industrial,2022-06,340454.62,347821.72,1.022,347821.72,6956.43,6956.43,0.0,0,2022
884,14630,Vila Bocaina,Residencial,2023-09,256607.7,227109.53,0.885,256607.7,5132.15,4542.19,589.96,0,2023
885,5671,Vila Margarida,Residencial,2023-09,536537.75,255266.12,0.476,536537.75,10730.76,5105.32,5625.43,1,2023
886,1137,Alto da Boa Vista,Residencial,2024-09,1352913.71,1443672.37,1.067,1443672.37,28873.45,28873.45,0.0,0,2024
887,11121,Centro,Residencial,2022-05,265105.55,248323.49,0.937,265105.55,5302.11,4966.47,335.64,0,2022
888,14070,Ilha Porchat,Residencial,2022-12,460461.34,408009.27,0.886,460461.34,9209.23,8160.19,1049.04,0,2022
889,12593,Glória,Residencial,2023-07,262183.62,281530.74,1.074,281530.74,5630.61,5630.61,0.0,0,2023
890,2445,Vila Margarida,Comercial,2023-10,519624.55,304310.73,0.586,519624.55,10392.49,6086.21,4306.28,1,2023
891,9321,Centro,Residencial,2024-05,357068.1,313267.93,0.877,357068.1,7141.36,6265.36,876.0,0,2024
892,14605,Vila São Jorge,Comercial,2023-06,221674.01,226118.21,1.02,226118.21,4522.36,4522.36,0.0,0,2023
893,8249,Esplanada dos Barreiros,Residencial,2024-12,353237.42,185883.27,0.526,353237.42,7064.75,3717.67,3347.08,1,2024
894,4596,Catiapoa,Residencial,2022-04,480749.55,546710.71,1.137,546710.71,10934.21,10934.21,0.0,0,2022
895,4336,Catiapoa,Residencial,2024-10,236438.76,231416.45,0.979,236438.76,4728.78,4628.33,100.45,0,2024
896,7710,Porto Grande,Residencial,2023-11,320372.6,355371.73,1.109,355371.73,7107.43,7107.43,0.0,0,2023
897,7674,Japuí,Comercial,2022-10,530627.08,437773.37,0.825,530627.08,10612.54,8755.47,1857.07,0,2022
