id_contribuinte,cnae,desc_cnae,porte,regime_tributario,bairro,gap_medio_pct,taxa_omissao,meses_sem_fiscalizacao,gap_vs_bench_pct,score_risco,faixa_risco,irregularidade_confirmada,receita_media_12m
1541,6920-6,Atividades contábeis,EPP,Simples Nacional,Parque Bitaru,61.68,0.0833,36,63.52,0.1,Baixo,0,34212.79
1542,4330-4,Acabamentos em construção,MEI,MEI,Vila Nova,7.69,0.0,33,96.75,2.6,Baixo,0,5275.21
1543,8650-0,Atividades de saúde humana,EPP,Lucro Presumido,Jardim Rio Branco,34.01,0.0833,36,33.33,0.1,Baixo,0,103833.13
1544,8511-2,Educação infantil,ME,Simples Nacional,Esplanada dos Barreiros,5.74,0.0,23,78.51,15.3,Baixo,0,19388.97
1545,7490-1,Consultoria empresarial,ME,Simples Nacional,Vila São Jorge,5.36,0.0,0,73.98,10.2,Baixo,0,24127.69
1546,8512-1,Ensino fundamental,ME,Simples Nacional,Vila Bocaina,78.18,0.3333,36,94.87,0.1,Baixo,0,5539.51
1547,6920-6,Atividades contábeis,ME,Simples Nacional,Vila Nova,35.95,0.0833,26,79.87,70.0,Médio,1,18876.68
1548,6201-5,Desenvolvimento de software,MEI,MEI,Catiapoa,36.32,0.0833,36,97.64,0.2,Baixo,0,3147.01
1549,7490-1,Consultoria empresarial,GR,Lucro Real,Catiapoa,6.69,0.0,36,0.0,0.0,Baixo,0,704181.12
1550,5620-1,Serviços de alimentação,MEI,MEI,Parque Bitaru,4.27,0.0,36,93.04,0.0,Baixo,0,6303.83
1551,8650-0,Atividades de saúde humana,MEI,MEI,Alto da Boa Vista,32.5,0.0,13,97.55,52.2,Médio,0,3816.69
1552,8599-6,Treinamento e capacitação,MD,Lucro Real,Alto da Boa Vista,6.6,0.0,22,0.0,21.3,Baixo,0,162874.84
1553,8630-5,Atividades de atenção à saúde,MEI,MEI,Vila Nova,6.15,0.0,36,97.26,0.0,Baixo,0,5725.46
1554,7490-1,Consultoria empresarial,EPP,Lucro Presumido,Porto Grande,4.71,0.0,36,15.14,0.1,Baixo,0,78681.33
1555,5620-1,Serviços de alimentação,ME,Lucro Presumido,Porto Grande,33.85,0.0,36,75.04,0.0,Baixo,0,22617.89
1556,6201-5,Desenvolvimento de software,ME,Simples Nacional,Alto da Boa Vista,2.06,0.0,23,78.22,95.7,Alto,1,29057.19
1557,4330-4,Acabamentos em construção,EPP,Simples Nacional,Japuí,5.13,0.0,4,24.63,28.5,Baixo,0,122186.21
1558,8650-0,Atividades de saúde humana,MEI,MEI,Centro,70.68,0.1667,36,98.93,0.4,Baixo,0,1663.28
1559,9311-5,Academias e fitness,EPP,Lucro Presumido,Cidade Nautica,13.42,0.0833,36,56.17,0.0,Baixo,0,77862.1
1560,6920-6,Atividades contábeis,MEI,MEI,Ilha Porchat,8.62,0.0,36,95.52,0.1,Baixo,0,4199.93
1561,6920-6,Atividades contábeis,MEI,MEI,Porto Grande,4.25,0.0,36,95.19,0.1,Baixo,0,4507.17
1562,4120-4,Construção de edifícios,MEI,MEI,Catiapoa,13.55,0.0833,36,98.16,0.0,Baixo,0,7225.64
1563,4330-4,Acabamentos em construção,EPP,Lucro Presumido,Cidade Nautica,34.87,0.0833,13,44.5,76.9,Alto,1,89969.74
1564,4330-4,Acabamentos em construção,EPP,Simples Nacional,Porto Grande,5.66,0.0,20,21.34,2.1,Baixo,0,127517.21
1565,5310-5,Atividades dos correios,GR,Lucro Real,Vila Margarida,32.23,0.0,36,0.0,0.1,Baixo,0,409165.87
1566,4921-3,Transporte rodoviário coletivo,EPP,Simples Nacional,Centro,37.75,0.0833,36,74.64,0.0,Baixo,0,136365.63
1567,7490-1,Consultoria empresarial,MD,Lucro Presumido,Vila Bocaina,7.9,0.0,31,0.0,16.7,Baixo,0,266050.16
1568,8511-2,Educação infantil,MEI,MEI,Jardim Rio Branco,25.11,0.0,30,96.96,98.0,Alto,1,2746.06
1569,4771-7,Comércio farmacêutico,EPP,Lucro Presumido,Cidade Nautica,40.14,0.0833,23,39.06,70.8,Alto,0,150959.73
1570,5310-5,Atividades dos correios,ME,Lucro Presumido,Vila São Jorge,5.45,0.0,36,62.25,0.1,Baixo,0,17612.36
1571,8630-5,Atividades de atenção à saúde,ME,Simples Nacional,Jardim Rio Branco,70.59,0.0833,36,93.61,0.1,Baixo,0,13323.07
1572,8630-5,Atividades de atenção à saúde,ME,Lucro Presumido,Alto da Boa Vista,7.02,0.0,36,80.28,0.1,Baixo,0,41126.15
1573,9311-5,Academias e fitness,MEI,MEI,Jardim Rio Branco,4.19,0.0,36,97.51,0.0,Baixo,0,4426.51
1574,5620-1,Serviços de alimentação,MD,Lucro Real,Vila São Jorge,47.01,0.1667,18,0.0,40.0,Baixo,0,203342.23
1575,6911-7,Atividades jurídicas,EPP,Lucro Presumido,Jardim Rio Branco,4.92,0.0,36,18.08,0.1,Baixo,0,107669.86
1576,8630-5,Atividades de atenção à saúde,ME,Lucro Presumido,Parque Bitaru,12.39,0.0833,36,82.06,0.0,Baixo,0,37415.45
1577,5620-1,Serviços de alimentação,EPP,Simples Nacional,Ilha Porchat,3.64,0.0,36,0.0,0.1,Baixo,0,104114.58
1578,9311-5,Academias e fitness,ME,Lucro Presumido,Porto Grande,32.02,0.0,36,88.75,0.1,Baixo,0,19991.24
1579,6201-5,Desenvolvimento de software,MD,Lucro Real,Vila Bocaina,3.72,0.0,36,0.0,0.1,Baixo,0,381818.25
1580,5620-1,Serviços de alimentação,EPP,Simples Nacional,Parque Bitaru,7.54,0.0,36,0.0,0.1,Baixo,0,94153.5
1581,5310-5,Atividades dos correios,ME,Simples Nacional,Japuí,4.15,0.0,36,62.84,0.0,Baixo,0,17334.04
1582,5611-2,Restaurantes e similares,MEI,MEI,Parque Bitaru,4.56,0.0,36,92.66,0.0,Baixo,0,7497.94
1583,4771-7,Comércio farmacêutico,MEI,MEI,Centro,14.91,0.0833,36,97.35,0.1,Baixo,0,6568.89
1584,4330-4,Acabamentos em construção,MD,Lucro Presumido,Catiapoa,7.51,0.0,36,0.0,0.0,Baixo,0,486864.85
1585,7711-0,Locação de automóveis,EPP,Lucro Presumido,Cidade Nautica,5.28,0.0,36,33.06,0.0,Baixo,0,201753.13
1586,6202-3,Desenvolvimento de sistemas,EPP,Lucro Presumido,Ilha Porchat,3.38,0.0,36,7.59,0.1,Baixo,0,84921.12
1587,8599-6,Treinamento e capacitação,MEI,MEI,Centro,5.51,0.0,36,95.13,0.0,Baixo,0,3054.3
1588,8511-2,Educação infantil,MEI,MEI,Cidade Nautica,4.22,0.0,36,95.97,0.1,Baixo,0,3638.14
1589,8511-2,Educação infantil,EPP,Simples Nacional,Japuí,65.89,0.1667,36,73.28,0.3,Baixo,0,24107.64
1590,5620-1,Serviços de alimentação,EPP,Simples Nacional,Esplanada dos Barreiros,28.02,0.0,36,19.7,0.1,Baixo,0,72761.0
1591,8630-5,Atividades de atenção à saúde,MEI,MEI,Vila Margarida,4.93,0.0,36,97.03,0.0,Baixo,0,6197.64
1592,9602-5,Cabeleireiros e similares,MEI,MEI,Cidade Nautica,6.32,0.0,36,91.36,0.1,Baixo,0,3016.81
1593,7711-0,Locação de automóveis,ME,Simples Nacional,Esplanada dos Barreiros,6.22,0.0,26,84.21,10.1,Baixo,0,47579.27
1595,4771-7,Comércio farmacêutico,EPP,Lucro Presumido,Vila São Jorge,34.1,0.0,36,33.25,0.1,Baixo,0,165375.47
1596,4330-4,Acabamentos em construção,MEI,MEI,Parque Bitaru,65.79,0.0833,36,98.8,0.4,Baixo,0,1947.67
1597,8512-1,Ensino fundamental,GR,Lucro Real,Esplanada dos Barreiros,2.47,0.0,36,0.0,0.1,Baixo,0,855009.9
1598,4771-7,Comércio farmacêutico,ME,Lucro Presumido,Vila São Jorge,4.15,0.0,36,75.9,0.0,Baixo,0,59705.68
1599,5620-1,Serviços de alimentação,MD,Lucro Real,Vila Bocaina,71.95,0.1667,36,0.0,0.3,Baixo,0,105958.12
1600,5310-5,Atividades dos correios,MEI,MEI,Glória,7.97,0.0,36,93.66,0.3,Baixo,0,2958.38
1601,9311-5,Academias e fitness,ME,Simples Nacional,Parque Bitaru,2.47,0.0,18,84.61,79.8,Alto,0,27335.62
1602,9602-5,Cabeleireiros e similares,MEI,MEI,Porto Grande,64.83,0.0833,36,96.65,0.4,Baixo,0,1168.33
1603,8650-0,Atividades de saúde humana,EPP,Simples Nacional,Centro,28.21,0.0,36,27.31,0.1,Baixo,0,113201.31
1604,9311-5,Academias e fitness,MD,Lucro Real,Parque Bitaru,25.13,0.0,36,0.0,0.1,Baixo,0,258536.44
1605,4921-3,Transporte rodoviário coletivo,ME,Simples Nacional,Cidade Nautica,39.64,0.0833,36,93.77,0.3,Baixo,0,33486.88
1606,6201-5,Desenvolvimento de software,MEI,MEI,Vila Nova,30.62,0.0,30,97.59,81.2,Alto,0,3212.65
1607,5611-2,Restaurantes e similares,MEI,MEI,Vila São Jorge,42.02,0.0833,36,96.01,0.1,Baixo,0,4073.33
1608,6202-3,Desenvolvimento de sistemas,MEI,MEI,Centro,5.26,0.0,36,95.86,0.1,Baixo,0,3807.21
1609,5310-5,Atividades dos correios,MEI,MEI,Vila Nova,23.17,0.1667,8,94.99,17.7,Baixo,0,2335.18
1610,5620-1,Serviços de alimentação,EPP,Lucro Presumido,Vila Nova,31.47,0.0,21,19.4,99.0,Alto,1,73029.71
1611,8512-1,Ensino fundamental,ME,Lucro Presumido,Vila Bocaina,6.55,0.0,28,77.72,13.0,Baixo,0,24067.76
1612,5620-1,Serviços de alimentação,MEI,MEI,Catiapoa,7.46,0.0,36,93.4,0.0,Baixo,0,5982.66
1613,7490-1,Consultoria empresarial,MEI,MEI,Centro,68.24,0.0833,7,98.47,99.7,Alto,1,1422.48
1615,8650-0,Atividades de saúde humana,MEI,MEI,Vila Bocaina,13.24,0.0833,36,96.86,0.1,Baixo,0,4889.5
1616,6920-6,Atividades contábeis,ME,Lucro Presumido,Vila Nova,43.38,0.1667,28,82.33,23.0,Baixo,0,16575.43
1617,6920-6,Atividades contábeis,MEI,MEI,Jardim Rio Branco,3.81,0.0,36,95.28,0.0,Baixo,0,4423.83
1618,4771-7,Comércio farmacêutico,ME,Lucro Presumido,Cidade Nautica,12.54,0.0833,36,78.64,0.0,Baixo,0,52920.12
1619,4771-7,Comércio farmacêutico,MEI,MEI,Japuí,71.29,0.25,29,99.0,99.4,Alto,1,2468.6
1620,5620-1,Serviços de alimentação,ME,Simples Nacional,Porto Grande,6.89,0.0,36,64.1,0.0,Baixo,0,32531.06
1621,8512-1,Ensino fundamental,ME,Lucro Presumido,Esplanada dos Barreiros,7.96,0.0,36,77.4,0.0,Baixo,0,24421.71
1622,5620-1,Serviços de alimentação,ME,Simples Nacional,Esplanada dos Barreiros,43.08,0.1667,5,78.96,98.6,Alto,1,19066.53
1623,7711-0,Locação de automóveis,EPP,Simples Nacional,Centro,12.85,0.0833,36,41.12,0.0,Baixo,0,177472.01
1625,4921-3,Transporte rodoviário coletivo,MD,Lucro Real,Vila Nova,43.04,0.1667,16,17.09,96.7,Alto,1,445754.17
1626,6911-7,Atividades jurídicas,ME,Simples Nacional,Centro,4.84,0.0,36,76.0,0.0,Baixo,0,31542.2
1627,9311-5,Academias e fitness,ME,Simples Nacional,Vila Nova,13.07,0.0833,36,86.0,0.0,Baixo,0,24873.73
1628,8599-6,Treinamento e capacitação,MEI,MEI,Alto da Boa Vista,3.1,0.0,36,94.8,0.2,Baixo,0,3267.23
1629,7490-1,Consultoria empresarial,EPP,Simples Nacional,Parque Bitaru,6.64,0.0,36,9.2,0.0,Baixo,0,84182.11
1630,6920-6,Atividades contábeis,ME,Simples Nacional,Catiapoa,81.31,0.4167,36,94.27,0.5,Baixo,0,5371.55
1632,8630-5,Atividades de atenção à saúde,ME,Lucro Presumido,Vila Bocaina,14.51,0.0833,36,80.59,0.1,Baixo,0,40483.32
1633,4921-3,Transporte rodoviário coletivo,EPP,Simples Nacional,Glória,10.61,0.0833,36,61.91,0.1,Baixo,0,204767.48
1634,7711-0,Locação de automóveis,ME,Simples Nacional,Cidade Nautica,4.77,0.0,36,83.32,0.1,Baixo,0,50263.87
1635,8511-2,Educação infantil,ME,Lucro Presumido,Cidade Nautica,38.5,0.0833,36,85.72,0.1,Baixo,0,12881.88
1636,9311-5,Academias e fitness,MEI,MEI,Porto Grande,15.8,0.0833,36,97.86,0.1,Baixo,0,3801.26
1637,5310-5,Atividades dos correios,EPP,Simples Nacional,Vila Nova,21.09,0.1667,36,0.0,0.1,Baixo,0,47330.5
1638,8630-5,Atividades de atenção à saúde,EPP,Simples Nacional,Vila Nova,32.77,0.0,36,40.35,0.1,Baixo,0,124425.62
1639,9602-5,Cabeleireiros e similares,EPP,Simples Nacional,Ilha Porchat,6.37,0.0,36,0.0,0.0,Baixo,0,44083.76
1640,4771-7,Comércio farmacêutico,MEI,MEI,Glória,29.68,0.0,36,97.66,0.0,Baixo,0,5785.7
1641,4921-3,Transporte rodoviário coletivo,ME,Simples Nacional,Esplanada dos Barreiros,5.85,0.0,17,90.21,19.0,Baixo,0,52650.14
1642,6911-7,Atividades jurídicas,MD,Lucro Presumido,Vila São Jorge,71.3,0.1667,36,9.27,0.3,Baixo,0,119252.94
1643,6911-7,Atividades jurídicas,ME,Simples Nacional,Alto da Boa Vista,8.67,0.0,36,75.87,0.0,Baixo,0,31718.93
1644,4120-4,Construção de edifícios,ME,Simples Nacional,Parque Bitaru,43.18,0.0833,36,91.67,0.1,Baixo,0,32786.98
1645,9602-5,Cabeleireiros e similares,MD,Lucro Presumido,Ilha Porchat,5.96,0.0,36,0.0,0.1,Baixo,0,145606.09
1646,5310-5,Atividades dos correios,MEI,MEI,Centro,76.12,0.25,36,98.48,0.2,Baixo,0,710.72
1647,6202-3,Desenvolvimento de sistemas,ME,Lucro Presumido,Catiapoa,9.21,0.0,5,78.62,96.8,Alto,1,19646.75
1650,4921-3,Transporte rodoviário coletivo,ME,Lucro Presumido,Centro,34.76,0.0,36,92.87,0.2,Baixo,0,38361.28
1651,5310-5,Atividades dos correios,ME,Lucro Presumido,Jardim Rio Branco,73.63,0.25,36,90.52,0.3,Baixo,0,4422.63
1652,6920-6,Atividades contábeis,ME,Simples Nacional,Cidade Nautica,4.68,0.0,36,72.0,0.0,Baixo,0,26258.49
1653,6911-7,Atividades jurídicas,MEI,MEI,Vila Bocaina,10.8,0.0833,28,96.42,28.7,Baixo,0,4705.91
1654,5611-2,Restaurantes e similares,ME,Lucro Presumido,Porto Grande,5.82,0.0,36,65.17,0.0,Baixo,0,35598.18
1655,6201-5,Desenvolvimento de software,ME,Simples Nacional,Parque Bitaru,4.03,0.0,28,80.3,6.3,Baixo,0,26275.2
1656,5611-2,Restaurantes e similares,EPP,Simples Nacional,Cidade Nautica,29.5,0.0,36,3.97,0.1,Baixo,0,98148.93
1657,6920-6,Atividades contábeis,EPP,Simples Nacional,Vila Margarida,3.54,0.0,36,6.83,0.0,Baixo,0,87388.94
1658,8650-0,Atividades de saúde humana,MEI,MEI,Alto da Boa Vista,27.26,0.0,36,97.38,0.0,Baixo,0,4086.37
1659,5310-5,Atividades dos correios,ME,Lucro Presumido,Vila Bocaina,6.84,0.0,2,63.8,23.0,Baixo,0,16886.16
1660,6201-5,Desenvolvimento de software,EPP,Simples Nacional,Alto da Boa Vista,59.01,0.3333,20,70.86,98.4,Alto,1,38871.28
1661,4120-4,Construção de edifícios,ME,Simples Nacional,Catiapoa,4.66,0.0,36,87.36,0.2,Baixo,0,49705.1
1662,8511-2,Educação infantil,EPP,Lucro Presumido,Alto da Boa Vista,12.2,0.0833,36,36.44,0.1,Baixo,0,57344.48
1663,6202-3,Desenvolvimento de sistemas,EPP,Simples Nacional,Catiapoa,40.94,0.0833,36,49.35,0.1,Baixo,0,46542.36
1664,8650-0,Atividades de saúde humana,EPP,Simples Nacional,Catiapoa,3.44,0.0,36,6.25,0.1,Baixo,0,146002.61
1665,6911-7,Atividades jurídicas,MEI,MEI,Jardim Rio Branco,37.01,0.0833,33,97.6,96.1,Alto,0,3149.53
1666,4330-4,Acabamentos em construção,ME,Simples Nacional,Centro,33.49,0.0833,36,84.7,0.0,Baixo,0,24802.68
1667,4120-4,Construção de edifícios,MEI,MEI,Vila Margarida,7.77,0.0,26,98.07,5.4,Baixo,0,7574.1
1668,4330-4,Acabamentos em construção,MD,Lucro Real,Glória,30.77,0.0,36,0.0,0.1,Baixo,0,323704.2
1669,8650-0,Atividades de saúde humana,MD,Lucro Presumido,Japuí,36.14,0.0,36,0.0,0.6,Baixo,0,344602.19
1670,6201-5,Desenvolvimento de software,ME,Lucro Presumido,Ilha Porchat,36.52,0.0833,36,85.58,0.0,Baixo,0,19239.81
1671,8511-2,Educação infantil,MD,Lucro Real,Vila São Jorge,2.72,0.0,36,0.0,0.1,Baixo,0,238962.4
1672,4921-3,Transporte rodoviário coletivo,ME,Simples Nacional,Cidade Nautica,6.29,0.0,36,90.0,0.0,Baixo,0,53744.15
1673,9602-5,Cabeleireiros e similares,ME,Lucro Presumido,Cidade Nautica,36.77,0.0833,36,73.72,0.0,Baixo,0,9169.82
1674,5310-5,Atividades dos correios,MEI,MEI,Vila Nova,6.02,0.0,11,93.61,91.3,Alto,1,2982.45
1675,9602-5,Cabeleireiros e similares,MEI,MEI,Japuí,5.08,0.0,17,91.53,9.3,Baixo,0,2954.87
1676,7490-1,Consultoria empresarial,MEI,MEI,Porto Grande,2.87,0.0,14,95.72,13.5,Baixo,0,3965.5
1678,6911-7,Atividades jurídicas,MEI,MEI,Vila Nova,4.28,0.0,36,96.46,0.0,Baixo,0,4650.86
1679,8599-6,Treinamento e capacitação,EPP,Simples Nacional,Ilha Porchat,6.73,0.0,36,22.99,0.1,Baixo,0,48345.32
1680,6911-7,Atividades jurídicas,EPP,Lucro Presumido,Vila Nova,34.26,0.0833,36,41.58,0.1,Baixo,0,76785.68
1681,5620-1,Serviços de alimentação,EPP,Lucro Presumido,Parque Bitaru,7.05,0.0,36,0.0,0.1,Baixo,0,108388.62
1682,8650-0,Atividades de saúde humana,EPP,Simples Nacional,Vila São Jorge,7.33,0.0,36,7.27,0.0,Baixo,0,144421.21
1683,4771-7,Comércio farmacêutico,MD,Lucro Real,Porto Grande,46.9,0.25,36,0.0,0.4,Baixo,0,525365.86
1684,8512-1,Ensino fundamental,MEI,MEI,Jardim Rio Branco,5.96,0.0,36,96.18,0.0,Baixo,0,4123.22
1685,9602-5,Cabeleireiros e similares,MEI,MEI,Japuí,44.92,0.0833,36,94.98,0.2,Baixo,0,1752.5
1686,9311-5,Academias e fitness,MEI,MEI,Alto da Boa Vista,6.21,0.0,36,97.69,0.1,Baixo,0,4112.51
1687,8599-6,Treinamento e capacitação,MEI,MEI,Vila São Jorge,44.25,0.1667,29,97.21,78.0,Alto,1,1751.13
1688,8512-1,Ensino fundamental,EPP,Lucro Presumido,Esplanada dos Barreiros,36.64,0.0833,36,52.41,0.0,Baixo,0,51415.01
1689,9602-5,Cabeleireiros e similares,EPP,Simples Nacional,Japuí,11.38,0.0833,36,0.0,0.0,Baixo,0,40412.4
1690,4921-3,Transporte rodoviário coletivo,MEI,MEI,Parque Bitaru,48.89,0.25,36,99.32,0.1,Baixo,0,3656.63
1691,6920-6,Atividades contábeis,ME,Lucro Presumido,Vila Margarida,12.53,0.0833,36,74.26,0.0,Baixo,0,24147.49
1692,6911-7,Atividades jurídicas,MEI,MEI,Jardim Rio Branco,5.18,0.0,26,95.93,8.5,Baixo,0,5350.14
1693,7711-0,Locação de automóveis,MEI,MEI,Japuí,74.03,0.25,36,99.37,0.4,Baixo,0,1897.29
1694,9311-5,Academias e fitness,MEI,MEI,Vila Nova,5.42,0.0,36,97.66,0.0,Baixo,0,4157.97
1695,6911-7,Atividades jurídicas,MEI,MEI,Vila Bocaina,39.78,0.1667,36,97.66,0.1,Baixo,0,3080.42
1696,4921-3,Transporte rodoviário coletivo,MEI,MEI,Japuí,73.98,0.3333,36,99.63,0.1,Baixo,0,1983.22
1697,5310-5,Atividades dos correios,MD,Lucro Real,Glória,3.88,0.0,34,0.0,97.3,Alto,1,194789.53
1698,7490-1,Consultoria empresarial,MD,Lucro Presumido,Ilha Porchat,66.6,0.0833,25,0.0,98.9,Alto,1,97831.44
1699,8650-0,Atividades de saúde humana,EPP,Lucro Presumido,Esplanada dos Barreiros,41.21,0.1667,36,42.75,0.1,Baixo,0,89153.67
1700,6201-5,Desenvolvimento de software,MEI,MEI,Centro,4.68,0.0,8,96.76,13.4,Baixo,0,4326.79
1702,7711-0,Locação de automóveis,GR,Lucro Real,Jardim Rio Branco,6.82,0.0,36,0.0,0.1,Baixo,0,2615143.37
1703,5310-5,Atividades dos correios,EPP,Simples Nacional,Catiapoa,40.06,0.1667,36,16.98,0.3,Baixo,0,38729.07
1704,4771-7,Comércio farmacêutico,MD,Lucro Real,Ilha Porchat,68.16,0.0833,36,0.0,0.2,Baixo,0,310945.84
1705,4120-4,Construção de edifícios,MEI,MEI,Vila São Jorge,4.6,0.0,36,98.0,0.0,Baixo,0,7854.6
1706,4330-4,Acabamentos em construção,ME,Lucro Presumido,Jardim Rio Branco,3.81,0.0,36,77.64,0.0,Baixo,0,36256.48
1707,8512-1,Ensino fundamental,MEI,MEI,Vila Nova,13.7,0.0833,36,96.64,0.1,Baixo,0,3633.93
1708,5310-5,Atividades dos correios,EPP,Simples Nacional,Jardim Rio Branco,5.17,0.0,36,0.0,0.0,Baixo,0,61380.47
1709,4771-7,Comércio farmacêutico,MEI,MEI,Cidade Nautica,31.86,0.0,36,97.83,0.1,Baixo,0,5375.84
1710,5611-2,Restaurantes e similares,MEI,MEI,Parque Bitaru,5.26,0.0,36,93.02,0.3,Baixo,0,7131.04
1711,5611-2,Restaurantes e similares,EPP,Lucro Presumido,Catiapoa,35.74,0.0833,5,18.17,50.9,Médio,0,83635.75
1712,8650-0,Atividades de saúde humana,EPP,Simples Nacional,Ilha Porchat,5.77,0.0,36,10.59,0.1,Baixo,0,139253.23
1713,9602-5,Cabeleireiros e similares,EPP,Lucro Presumido,Centro,30.03,0.0,36,9.32,0.1,Baixo,0,31643.14
1714,8650-0,Atividades de saúde humana,ME,Simples Nacional,Porto Grande,33.49,0.0,7,83.43,93.6,Alto,1,25808.35
1715,8599-6,Treinamento e capacitação,MD,Lucro Real,Alto da Boa Vista,5.45,0.0,36,0.0,0.1,Baixo,0,155354.39
1716,4120-4,Construção de edifícios,ME,Lucro Presumido,Glória,63.99,0.0833,36,95.03,0.7,Baixo,0,19565.29
1717,9602-5,Cabeleireiros e similares,EPP,Lucro Presumido,Porto Grande,5.3,0.0,36,0.0,0.1,Baixo,0,42670.7
1718,7711-0,Locação de automóveis,EPP,Lucro Presumido,Vila Bocaina,6.8,0.0,36,40.32,0.0,Baixo,0,179879.84
1719,4330-4,Acabamentos em construção,MEI,MEI,Alto da Boa Vista,5.6,0.0,36,96.4,0.0,Baixo,0,5829.48
1720,6201-5,Desenvolvimento de software,MD,Lucro Presumido,Parque Bitaru,64.68,0.0833,35,0.0,97.2,Alto,1,136245.78
1721,4120-4,Construção de edifícios,MEI,MEI,Glória,7.21,0.0,36,98.01,0.0,Baixo,0,7828.17
1722,4330-4,Acabamentos em construção,MEI,MEI,Glória,74.02,0.3333,36,99.0,0.3,Baixo,0,1624.07
1723,5620-1,Serviços de alimentação,GR,Lucro Real,Vila Nova,30.54,0.0,36,0.0,0.2,Baixo,0,822449.46
1724,6911-7,Atividades jurídicas,EPP,Lucro Presumido,Vila Margarida,46.73,0.1667,36,55.44,0.1,Baixo,0,58564.43
1725,8650-0,Atividades de saúde humana,ME,Lucro Presumido,Glória,6.4,0.0,36,75.82,0.0,Baixo,0,37656.57
1726,5611-2,Restaurantes e similares,ME,Lucro Presumido,Vila Margarida,36.59,0.0833,36,76.09,0.0,Baixo,0,24436.91
1727,6201-5,Desenvolvimento de software,EPP,Lucro Presumido,Centro,6.29,0.0,36,31.75,0.1,Baixo,0,91046.46
1728,6920-6,Atividades contábeis,MD,Lucro Presumido,Centro,3.2,0.0,36,0.0,0.6,Baixo,0,326106.94
1729,9602-5,Cabeleireiros e similares,ME,Lucro Presumido,Esplanada dos Barreiros,44.09,0.1667,25,76.04,51.4,Médio,1,8359.94
1730,4771-7,Comércio farmacêutico,EPP,Lucro Presumido,Vila Bocaina,43.43,0.1667,7,44.45,87.6,Alto,0,137615.66
1731,7490-1,Consultoria empresarial,MEI,MEI,Cidade Nautica,3.66,0.0,36,95.68,0.1,Baixo,0,4006.5
1733,6911-7,Atividades jurídicas,MEI,MEI,Cidade Nautica,31.6,0.0,36,97.35,0.0,Baixo,0,3482.7
1734,5611-2,Restaurantes e similares,ME,Lucro Presumido,Centro,31.59,0.0,36,76.19,0.1,Baixo,0,24335.99
1735,4921-3,Transporte rodoviário coletivo,EPP,Simples Nacional,Ilha Porchat,13.4,0.0833,36,65.36,0.0,Baixo,0,186226.15
1736,6920-6,Atividades contábeis,MEI,MEI,Esplanada dos Barreiros,39.22,0.0833,36,97.11,0.1,Baixo,0,2706.8
1737,5620-1,Serviços de alimentação,ME,Lucro Presumido,Cidade Nautica,30.14,0.0,9,77.62,88.6,Alto,1,20278.31
1738,6202-3,Desenvolvimento de sistemas,EPP,Lucro Presumido,Catiapoa,33.86,0.0833,34,41.8,97.4,Alto,1,53478.02
1739,7490-1,Consultoria empresarial,GR,Lucro Real,Jardim Rio Branco,12.58,0.0833,36,0.0,0.1,Baixo,0,626089.83
1740,4771-7,Comércio farmacêutico,ME,Simples Nacional,Alto da Boa Vista,6.09,0.0,24,76.74,9.0,Baixo,0,57622.27
1741,8511-2,Educação infantil,MEI,MEI,Porto Grande,12.06,0.0833,36,96.39,0.1,Baixo,0,3257.21
1742,4330-4,Acabamentos em construção,MEI,MEI,Cidade Nautica,67.88,0.0833,27,98.96,99.7,Alto,1,1681.8
1743,9602-5,Cabeleireiros e similares,ME,Simples Nacional,Jardim Rio Branco,9.28,0.0,36,58.15,0.1,Baixo,0,14603.38
1744,6201-5,Desenvolvimento de software,ME,Lucro Presumido,Glória,2.21,0.0,36,78.48,0.0,Baixo,0,28715.07
1746,4120-4,Construção de edifícios,MEI,MEI,Japuí,36.24,0.0833,4,98.73,98.1,Alto,1,4988.82
1747,6201-5,Desenvolvimento de software,MD,Lucro Presumido,Vila Bocaina,76.8,0.3333,36,33.86,0.3,Baixo,0,88243.19
1748,6911-7,Atividades jurídicas,EPP,Lucro Presumido,Ilha Porchat,11.26,0.0833,36,25.92,0.0,Baixo,0,97365.09
1749,9311-5,Academias e fitness,MD,Lucro Real,Centro,67.85,0.1667,36,36.87,0.2,Baixo,0,112158.56
1750,4921-3,Transporte rodoviário coletivo,MEI,MEI,Parque Bitaru,39.21,0.0833,36,99.15,0.3,Baixo,0,4545.18
1751,6920-6,Atividades contábeis,MEI,MEI,Vila Margarida,29.67,0.0,36,96.59,0.1,Baixo,0,3199.56
1752,4120-4,Construção de edifícios,GR,Lucro Real,Porto Grande,3.5,0.0,36,0.0,0.1,Baixo,0,3240298.99
1753,7490-1,Consultoria empresarial,MD,Lucro Real,Parque Bitaru,40.26,0.1667,36,0.0,0.1,Baixo,0,170773.22
1754,9311-5,Academias e fitness,GR,Lucro Real,Glória,5.32,0.0,36,0.0,0.1,Baixo,0,958998.92
1755,6202-3,Desenvolvimento de sistemas,EPP,Simples Nacional,Porto Grande,11.21,0.0833,6,25.88,94.2,Alto,1,68115.74
1756,5611-2,Restaurantes e similares,MEI,MEI,Catiapoa,13.06,0.0833,36,93.57,0.0,Baixo,0,6575.13
1757,7711-0,Locação de automóveis,GR,Lucro Real,Vila Margarida,34.28,0.0,17,0.0,97.7,Alto,1,1866417.44
