id_contribuinte,cnae,desc_cnae,porte,porte_num,regime_tributario,regime_num,bairro,risco_latente,gap_medio_pct,gap_std,taxa_omissao,taxa_retificacao,receita_media_12m,cv_receita,slope_receita_norm,razao_ultimo_media,meses_sem_fiscalizacao,n_acoes_historicas,n_meses_com_dados,irregularidade_confirmada,bench_receita_media,gap_vs_bench_pct
1480,5620-1,Serviços de alimentação,MEI,1,MEI,1,Vila Bocaina,1,35.27,21.91,0.0833,0.0833,4330.6,0.3574,0.0191,0.9164,36,0,12,0,90611.88504413291,95.22
1481,6920-6,Atividades contábeis,MEI,1,MEI,1,Parque Bitaru,0,3.9,5.21,0.0,0.0,4530.92,0.1143,0.017284,0.9987,36,0,12,0,93794.93164215687,95.17
1482,8630-5,Atividades de atenção à saúde,MEI,1,MEI,1,Glória,2,63.16,5.23,0.0,0.0,2234.9,0.1833,-0.002186,1.1781,36,0,12,0,208588.24982142856,98.93
1483,8511-2,Educação infantil,MD,4,Lucro Presumido,3,Alto da Boa Vista,1,39.12,20.72,0.0833,0.1667,131804.42,0.4076,-0.018401,0.8528,36,0,12,0,90225.06081632653,0.0
1484,8650-0,Atividades de saúde humana,EPP,3,Simples Nacional,2,Japuí,0,13.98,27.81,0.0833,0.0,139964.18,0.3437,-0.036448,0.0,5,1,12,0,155738.17786195286,10.13
1485,7711-0,Locação de automóveis,MD,4,Lucro Real,4,Vila Margarida,0,4.49,4.24,0.0,0.0833,718746.95,0.1348,-0.007124,0.8785,36,0,12,0,301400.2526279957,0.0
1487,8511-2,Educação infantil,EPP,3,Lucro Presumido,3,Alto da Boa Vista,1,45.82,26.7,0.1667,0.0833,38044.13,0.5622,-0.010089,0.6871,36,0,12,0,90225.06081632653,57.83
1488,8511-2,Educação infantil,ME,2,Simples Nacional,2,Catiapoa,0,5.28,5.19,0.0,0.0,19973.62,0.2993,0.016213,0.736,19,1,12,0,90225.06081632653,77.86
1489,7490-1,Consultoria empresarial,EPP,3,Lucro Presumido,3,Parque Bitaru,0,3.38,4.37,0.0,0.0,83088.21,0.1255,0.024845,1.2685,36,0,12,0,92713.56658625731,10.38
1490,7490-1,Consultoria empresarial,EPP,3,Lucro Presumido,3,Ilha Porchat,2,58.41,9.05,0.0,0.0833,37634.45,0.2613,0.017511,1.1778,36,0,12,0,92713.56658625731,59.41
1491,5611-2,Restaurantes e similares,ME,2,Simples Nacional,2,Vila Nova,0,5.49,6.67,0.0,0.0,38027.67,0.1486,0.012951,1.1959,36,0,12,0,102203.3056008454,62.79
1492,8511-2,Educação infantil,EPP,3,Lucro Presumido,3,Porto Grande,1,32.35,22.32,0.0833,0.1667,49547.67,0.483,-0.033201,0.7426,9,1,12,0,90225.06081632653,45.08
1494,8599-6,Treinamento e capacitação,MEI,1,MEI,1,Alto da Boa Vista,0,4.51,6.17,0.0,0.0,3263.42,0.3146,-0.015579,0.5883,36,0,12,0,62778.58030149052,94.8
1495,8630-5,Atividades de atenção à saúde,EPP,3,Lucro Presumido,3,Esplanada dos Barreiros,2,77.73,18.27,0.3333,0.0833,35950.3,0.7999,-0.132467,0.0,36,0,12,0,208588.24982142856,82.76
1496,8630-5,Atividades de atenção à saúde,MEI,1,MEI,1,Esplanada dos Barreiros,1,43.4,18.93,0.0833,0.0,3484.71,0.3674,-0.043199,1.0629,36,0,12,0,208588.24982142856,98.33
1497,9602-5,Cabeleireiros e similares,ME,2,Lucro Presumido,3,Centro,0,13.07,28.37,0.0833,0.0,14042.13,0.3378,-0.018511,1.028,36,0,12,0,34897.042119708996,59.76
1498,4771-7,Comércio farmacêutico,MEI,1,MEI,1,Cidade Nautica,2,69.63,19.73,0.25,0.0833,2554.9,0.6616,-0.013777,1.0035,17,1,12,1,247735.04169952212,98.97
1500,5310-5,Atividades dos correios,MEI,1,MEI,1,Catiapoa,2,65.24,10.41,0.0,0.0,1075.37,0.3157,0.026039,1.3469,36,0,12,0,46652.40631738174,97.69
1501,9311-5,Academias e fitness,EPP,3,Simples Nacional,2,Vila Margarida,1,37.67,20.75,0.0833,0.0833,63065.35,0.3328,-0.022225,1.2152,36,0,12,0,177651.30473180074,64.5
1502,4120-4,Construção de edifícios,MEI,1,MEI,1,Jardim Rio Branco,1,30.66,8.92,0.0,0.1667,5883.93,0.2815,0.023268,0.774,36,0,12,0,393390.15080833336,98.5
1503,7490-1,Consultoria empresarial,ME,2,Lucro Presumido,3,Parque Bitaru,1,42.63,28.15,0.1667,0.0833,15298.14,0.5209,-0.058451,1.2427,16,1,12,1,92713.56658625731,83.5
1504,8599-6,Treinamento e capacitação,MD,4,Lucro Presumido,3,Parque Bitaru,0,7.55,5.48,0.0,0.0833,165601.42,0.3564,0.003197,0.5439,36,0,12,0,62778.58030149052,0.0
1506,6911-7,Atividades jurídicas,ME,2,Lucro Presumido,3,Alto da Boa Vista,0,5.15,4.62,0.0,0.0,32690.12,0.1334,0.023373,1.1703,36,0,12,0,131438.33464285714,75.13
1507,5611-2,Restaurantes e similares,MEI,1,MEI,1,Porto Grande,0,4.77,4.52,0.0,0.0,6735.52,0.1444,0.020864,1.3378,36,0,12,0,102203.3056008454,93.41
1508,5611-2,Restaurantes e similares,ME,2,Lucro Presumido,3,Japuí,0,4.54,6.03,0.0,0.0833,37121.28,0.1476,0.014483,1.0739,36,0,12,0,102203.3056008454,63.68
1509,4120-4,Construção de edifícios,EPP,3,Lucro Presumido,3,Cidade Nautica,0,7.5,5.71,0.0,0.0833,204314.81,0.1825,0.017106,0.893,36,0,12,0,393390.15080833336,48.06
1510,5310-5,Atividades dos correios,MEI,1,MEI,1,Vila Margarida,1,45.45,26.45,0.1667,0.1667,1746.47,0.5143,0.03505,1.4489,36,0,12,0,46652.40631738174,96.26
1511,6202-3,Desenvolvimento de sistemas,MEI,1,MEI,1,Alto da Boa Vista,0,13.48,27.65,0.0833,0.0,3615.13,0.3399,-0.024086,1.0282,35,1,12,0,91894.10241863075,96.07
1512,8511-2,Educação infantil,EPP,3,Simples Nacional,2,Centro,0,15.6,27.11,0.0833,0.0,60940.8,0.4746,0.044551,0.6048,36,0,12,0,90225.06081632653,32.46
1513,6920-6,Atividades contábeis,MEI,1,MEI,1,Parque Bitaru,0,4.95,3.9,0.0,0.0833,4256.29,0.1708,0.019772,0.8429,20,1,12,0,93794.93164215687,95.46
1514,4330-4,Acabamentos em construção,MD,4,Lucro Real,4,Vila Bocaina,1,34.0,9.69,0.0,0.25,343722.34,0.3061,0.01935,0.7249,36,0,12,0,162118.29751887813,0.0
1515,8630-5,Atividades de atenção à saúde,EPP,3,Simples Nacional,2,Vila São Jorge,1,39.36,20.86,0.0833,0.0833,111447.42,0.3669,-0.032954,0.0,36,0,12,0,208588.24982142856,46.57
1516,5620-1,Serviços de alimentação,MEI,1,MEI,1,Parque Bitaru,0,7.46,5.61,0.0,0.0,5938.68,0.1322,0.015561,1.2046,36,0,12,0,90611.88504413291,93.45
1518,8599-6,Treinamento e capacitação,MEI,1,MEI,1,Esplanada dos Barreiros,0,5.81,3.63,0.0,0.0,3122.21,0.3129,0.012841,0.747,36,0,12,0,62778.58030149052,95.03
1520,7711-0,Locação de automóveis,MEI,1,MEI,1,Glória,0,6.16,3.58,0.0,0.0,6430.44,0.2177,-0.017052,0.8825,36,0,12,0,301400.2526279957,97.87
1521,6201-5,Desenvolvimento de software,MEI,1,MEI,1,Catiapoa,2,72.82,18.61,0.25,0.0833,1212.06,0.6605,0.009579,0.0,36,0,12,0,133409.7116222222,99.09
1522,9602-5,Cabeleireiros e similares,MEI,1,MEI,1,Vila Bocaina,0,5.25,4.91,0.0,0.0,3147.64,0.1332,0.01768,0.9252,36,0,12,0,34897.042119708996,90.98
1523,8630-5,Atividades de atenção à saúde,EPP,3,Simples Nacional,2,Glória,1,44.27,27.51,0.1667,0.0833,98029.91,0.5077,0.030128,1.0902,36,0,12,0,208588.24982142856,53.0
1524,8599-6,Treinamento e capacitação,ME,2,Lucro Presumido,3,Centro,0,3.45,9.55,0.0,0.0833,16666.77,0.337,0.005514,0.8205,36,0,12,0,62778.58030149052,73.45
1525,6202-3,Desenvolvimento de sistemas,ME,2,Simples Nacional,2,Vila Margarida,0,5.19,5.88,0.0,0.0,21980.77,0.1525,0.014764,0.9543,36,0,12,0,91894.10241863075,76.08
1526,5310-5,Atividades dos correios,MEI,1,MEI,1,Centro,0,6.99,5.14,0.0,0.0,2968.96,0.1572,0.032735,1.1972,36,0,12,0,46652.40631738174,93.64
1527,6911-7,Atividades jurídicas,MEI,1,MEI,1,Porto Grande,0,6.47,6.47,0.0,0.0,4661.96,0.1146,0.014063,1.1091,36,0,12,0,131438.33464285714,96.45
1529,4771-7,Comércio farmacêutico,ME,2,Simples Nacional,2,Glória,0,6.45,4.92,0.0,0.0833,61581.85,0.1294,0.017919,1.2008,36,0,12,0,247735.04169952212,75.14
1530,8512-1,Ensino fundamental,MEI,1,MEI,1,Ilha Porchat,2,72.26,14.07,0.1667,0.0833,1221.7,0.5787,0.020298,0.6757,36,0,12,0,108039.5574796748,98.87
1531,6920-6,Atividades contábeis,MEI,1,MEI,1,Ilha Porchat,0,8.44,4.66,0.0,0.0,4141.81,0.0986,0.01542,1.0778,10,1,12,0,93794.93164215687,95.58
1532,8599-6,Treinamento e capacitação,ME,2,Lucro Presumido,3,Alto da Boa Vista,1,47.11,25.52,0.1667,0.1667,9561.61,0.6106,0.032435,0.7039,36,0,12,0,62778.58030149052,84.77
1533,6920-6,Atividades contábeis,ME,2,Simples Nacional,2,Vila Bocaina,0,5.94,5.83,0.0,0.0,27188.91,0.1728,0.023255,1.0856,13,1,12,0,93794.93164215687,71.01
1534,7711-0,Locação de automóveis,MEI,1,MEI,1,Centro,2,71.62,15.84,0.1667,0.0833,2102.47,0.5845,-0.034373,0.7591,36,0,12,0,301400.2526279957,99.3
1535,4330-4,Acabamentos em construção,MEI,1,MEI,1,Cidade Nautica,1,40.74,28.84,0.1667,0.0833,3138.12,0.5358,-0.031545,0.916,36,0,12,0,162118.29751887813,98.06
1536,6911-7,Atividades jurídicas,EPP,3,Simples Nacional,2,Centro,1,35.91,22.51,0.0833,0.0833,69552.9,0.4329,0.018718,1.3687,36,0,12,0,131438.33464285714,47.08
1537,4921-3,Transporte rodoviário coletivo,MEI,1,MEI,1,Catiapoa,0,3.07,5.48,0.0,0.1667,7416.73,0.1635,-0.003579,0.8608,36,0,12,0,537656.9499799799,98.62
1538,5611-2,Restaurantes e similares,ME,2,Lucro Presumido,3,Esplanada dos Barreiros,2,73.27,18.8,0.25,0.0833,9974.85,0.679,-0.003323,1.738,31,1,12,1,102203.3056008454,90.24
1539,8511-2,Educação infantil,MD,4,Lucro Real,4,Vila São Jorge,0,7.97,6.93,0.0,0.0,228380.61,0.3367,0.008388,0.7027,36,0,12,0,90225.06081632653,0.0
1540,6202-3,Desenvolvimento de sistemas,MEI,1,MEI,1,Japuí,2,71.42,15.65,0.1667,0.1667,1101.1,0.5382,0.009299,1.0419,36,0,12,0,91894.10241863075,98.8
1541,6920-6,Atividades contábeis,EPP,3,Simples Nacional,2,Parque Bitaru,2,61.68,15.02,0.0833,0.0,34212.79,0.3922,-0.043423,0.6806,36,0,12,0,93794.93164215687,63.52
1542,4330-4,Acabamentos em construção,MEI,1,MEI,1,Vila Nova,0,7.69,4.36,0.0,0.0,5275.21,0.2361,0.033028,0.8723,7,1,12,0,162118.29751887813,96.75
1543,8650-0,Atividades de saúde humana,EPP,3,Lucro Presumido,3,Jardim Rio Branco,1,34.01,23.25,0.0833,0.1667,103833.13,0.3773,0.028393,1.0225,36,0,12,0,155738.17786195286,33.33
1544,8511-2,Educação infantil,ME,2,Simples Nacional,2,Esplanada dos Barreiros,0,5.74,5.77,0.0,0.0,19388.97,0.3405,0.000424,0.6519,26,1,12,0,90225.06081632653,78.51
1545,7490-1,Consultoria empresarial,ME,2,Simples Nacional,2,Vila São Jorge,0,5.36,6.65,0.0,0.0833,24127.69,0.1613,0.005802,1.1069,11,1,12,0,92713.56658625731,73.98
1546,8512-1,Ensino fundamental,ME,2,Simples Nacional,2,Vila Bocaina,2,78.18,17.98,0.3333,0.0,5539.51,0.9474,0.054514,0.8548,36,0,12,0,108039.5574796748,94.87
1547,6920-6,Atividades contábeis,ME,2,Simples Nacional,2,Vila Nova,1,35.95,21.5,0.0833,0.0833,18876.68,0.4185,0.066587,1.0215,29,1,12,1,93794.93164215687,79.87
1548,6201-5,Desenvolvimento de software,MEI,1,MEI,1,Catiapoa,1,36.32,21.2,0.0833,0.0833,3147.01,0.359,-0.028476,0.0,36,0,12,0,133409.7116222222,97.64
1549,7490-1,Consultoria empresarial,GR,5,Lucro Real,4,Catiapoa,0,6.69,4.91,0.0,0.0,704181.12,0.1208,0.020838,1.1735,36,0,12,0,92713.56658625731,0.0
1550,5620-1,Serviços de alimentação,MEI,1,MEI,1,Parque Bitaru,0,4.27,4.1,0.0,0.0,6303.83,0.1572,0.010753,1.3366,36,0,12,0,90611.88504413291,93.04
1551,8650-0,Atividades de saúde humana,MEI,1,MEI,1,Alto da Boa Vista,1,32.5,8.12,0.0,0.1667,3816.69,0.1781,-0.019117,0.7825,35,1,12,0,155738.17786195286,97.55
1552,8599-6,Treinamento e capacitação,MD,4,Lucro Real,4,Alto da Boa Vista,0,6.6,5.9,0.0,0.0,162874.84,0.3503,0.019031,0.6801,7,1,12,0,62778.58030149052,0.0
1553,8630-5,Atividades de atenção à saúde,MEI,1,MEI,1,Vila Nova,0,6.15,4.03,0.0,0.0,5725.46,0.1287,0.0154,0.8573,36,0,12,0,208588.24982142856,97.26
1554,7490-1,Consultoria empresarial,EPP,3,Lucro Presumido,3,Porto Grande,0,4.71,6.16,0.0,0.0,78681.33,0.1621,0.019146,1.0137,36,0,12,0,92713.56658625731,15.14
1555,5620-1,Serviços de alimentação,ME,2,Lucro Presumido,3,Porto Grande,1,33.85,9.11,0.0,0.0,22617.89,0.1546,0.009145,0.9527,36,0,12,0,90611.88504413291,75.04
1556,6201-5,Desenvolvimento de software,ME,2,Simples Nacional,2,Alto da Boa Vista,0,2.06,4.44,0.0,0.0,29057.19,0.1284,0.014804,1.1046,28,1,12,1,133409.7116222222,78.22
1557,4330-4,Acabamentos em construção,EPP,3,Simples Nacional,2,Japuí,0,5.13,4.51,0.0,0.0,122186.21,0.1536,-0.002914,0.8231,19,1,12,0,162118.29751887813,24.63
1558,8650-0,Atividades de saúde humana,MEI,1,MEI,1,Centro,2,70.68,16.44,0.1667,0.0,1663.28,0.5575,-0.076313,0.0,36,0,12,0,155738.17786195286,98.93
1559,9311-5,Academias e fitness,EPP,3,Lucro Presumido,3,Cidade Nautica,0,13.42,27.84,0.0833,0.1667,77862.1,0.3526,0.008822,1.2844,36,0,12,0,177651.30473180074,56.17
1560,6920-6,Atividades contábeis,MEI,1,MEI,1,Ilha Porchat,0,8.62,6.45,0.0,0.0,4199.93,0.1534,0.023732,0.9845,36,0,12,0,93794.93164215687,95.52
1561,6920-6,Atividades contábeis,MEI,1,MEI,1,Porto Grande,0,4.25,6.29,0.0,0.0833,4507.17,0.1577,0.02245,1.2041,36,0,12,0,93794.93164215687,95.19
1562,4120-4,Construção de edifícios,MEI,1,MEI,1,Catiapoa,0,13.55,28.34,0.0833,0.0,7225.64,0.3806,0.037263,1.066,36,0,12,0,393390.15080833336,98.16
1563,4330-4,Acabamentos em construção,EPP,3,Lucro Presumido,3,Cidade Nautica,1,34.87,22.75,0.0833,0.0833,89969.74,0.4105,0.035983,0.7213,3,1,12,1,162118.29751887813,44.5
1564,4330-4,Acabamentos em construção,EPP,3,Simples Nacional,2,Porto Grande,0,5.66,4.47,0.0,0.0,127517.21,0.2323,0.006385,0.6688,27,1,12,0,162118.29751887813,21.34
1565,5310-5,Atividades dos correios,GR,5,Lucro Real,4,Vila Margarida,1,32.23,9.44,0.0,0.0833,409165.87,0.1632,0.012475,0.9118,36,0,12,0,46652.40631738174,0.0
1566,4921-3,Transporte rodoviário coletivo,EPP,3,Simples Nacional,2,Centro,1,37.75,22.11,0.0833,0.0833,136365.63,0.3888,-0.010026,0.9418,36,0,12,0,537656.9499799799,74.64
1567,7490-1,Consultoria empresarial,MD,4,Lucro Presumido,3,Vila Bocaina,0,7.9,5.06,0.0,0.0,266050.16,0.083,0.005446,0.9628,5,1,12,0,92713.56658625731,0.0
1568,8511-2,Educação infantil,MEI,1,MEI,1,Jardim Rio Branco,1,25.11,8.56,0.0,0.0833,2746.06,0.388,-0.00147,0.8428,17,1,12,1,90225.06081632653,96.96
1569,4771-7,Comércio farmacêutico,EPP,3,Lucro Presumido,3,Cidade Nautica,1,40.14,20.77,0.0833,0.0,150959.73,0.3699,0.015287,1.216,22,1,12,0,247735.04169952212,39.06
1570,5310-5,Atividades dos correios,ME,2,Lucro Presumido,3,Vila São Jorge,0,5.45,5.89,0.0,0.0,17612.36,0.1418,-0.003986,0.8935,36,0,12,0,46652.40631738174,62.25
1571,8630-5,Atividades de atenção à saúde,ME,2,Simples Nacional,2,Jardim Rio Branco,2,70.59,13.6,0.0833,0.0833,13323.07,0.4582,0.058955,1.4998,36,0,12,0,208588.24982142856,93.61
1572,8630-5,Atividades de atenção à saúde,ME,2,Lucro Presumido,3,Alto da Boa Vista,0,7.02,6.97,0.0,0.0,41126.15,0.2138,-0.026817,0.8523,36,0,12,0,208588.24982142856,80.28
1573,9311-5,Academias e fitness,MEI,1,MEI,1,Jardim Rio Branco,0,4.19,8.02,0.0,0.0,4426.51,0.114,0.016387,1.0515,36,0,12,0,177651.30473180074,97.51
1574,5620-1,Serviços de alimentação,MD,4,Lucro Real,4,Vila São Jorge,1,47.01,25.43,0.1667,0.0,203342.23,0.4845,-0.059461,0.0,2,1,12,0,90611.88504413291,0.0
1575,6911-7,Atividades jurídicas,EPP,3,Lucro Presumido,3,Jardim Rio Branco,0,4.92,6.9,0.0,0.0833,107669.86,0.1192,-0.002688,0.9643,36,0,12,0,131438.33464285714,18.08
1576,8630-5,Atividades de atenção à saúde,ME,2,Lucro Presumido,3,Parque Bitaru,0,12.39,27.95,0.0833,0.0833,37415.45,0.3482,-0.025253,0.8811,36,0,12,0,208588.24982142856,82.06
1577,5620-1,Serviços de alimentação,EPP,3,Simples Nacional,2,Ilha Porchat,0,3.64,6.0,0.0,0.0,104114.58,0.2093,0.011524,1.2274,36,0,12,0,90611.88504413291,0.0
1578,9311-5,Academias e fitness,ME,2,Lucro Presumido,3,Porto Grande,1,32.02,9.74,0.0,0.0833,19991.24,0.1849,0.01133,0.8783,36,0,12,0,177651.30473180074,88.75
1579,6201-5,Desenvolvimento de software,MD,4,Lucro Real,4,Vila Bocaina,0,3.72,4.7,0.0,0.0833,381818.25,0.0882,0.008775,1.0616,36,0,12,0,133409.7116222222,0.0
1580,5620-1,Serviços de alimentação,EPP,3,Simples Nacional,2,Parque Bitaru,0,7.54,5.82,0.0,0.0,94153.5,0.1666,0.00484,1.3709,36,0,12,0,90611.88504413291,0.0
1581,5310-5,Atividades dos correios,ME,2,Simples Nacional,2,Japuí,0,4.15,5.9,0.0,0.0,17334.04,0.2049,0.007754,1.1196,36,0,12,0,46652.40631738174,62.84
1582,5611-2,Restaurantes e similares,MEI,1,MEI,1,Parque Bitaru,0,4.56,5.4,0.0,0.0,7497.94,0.1282,0.000625,1.166,36,0,12,0,102203.3056008454,92.66
1583,4771-7,Comércio farmacêutico,MEI,1,MEI,1,Centro,0,14.91,27.44,0.0833,0.0833,6568.89,0.3315,0.036872,1.1561,36,0,12,0,247735.04169952212,97.35
1584,4330-4,Acabamentos em construção,MD,4,Lucro Presumido,3,Catiapoa,0,7.51,4.73,0.0,0.0833,486864.85,0.239,0.024109,0.732,36,0,12,0,162118.29751887813,0.0
1585,7711-0,Locação de automóveis,EPP,3,Lucro Presumido,3,Cidade Nautica,0,5.28,3.93,0.0,0.1667,201753.13,0.119,0.015222,1.1011,36,0,12,0,301400.2526279957,33.06
1586,6202-3,Desenvolvimento de sistemas,EPP,3,Lucro Presumido,3,Ilha Porchat,0,3.38,5.71,0.0,0.0,84921.12,0.1877,0.011295,0.8896,36,0,12,0,91894.10241863075,7.59
1587,8599-6,Treinamento e capacitação,MEI,1,MEI,1,Centro,0,5.51,4.09,0.0,0.0,3054.3,0.3158,0.00351,0.7628,36,0,12,0,62778.58030149052,95.13
1588,8511-2,Educação infantil,MEI,1,MEI,1,Cidade Nautica,0,4.22,5.49,0.0,0.0,3638.14,0.2689,0.016471,0.6939,36,0,12,0,90225.06081632653,95.97
1589,8511-2,Educação infantil,EPP,3,Simples Nacional,2,Japuí,2,65.89,18.06,0.1667,0.0833,24107.64,0.6431,-0.027275,0.9034,36,0,12,0,90225.06081632653,73.28
1590,5620-1,Serviços de alimentação,EPP,3,Simples Nacional,2,Esplanada dos Barreiros,1,28.02,12.04,0.0,0.1667,72761.0,0.2886,0.023276,1.2333,36,0,12,0,90611.88504413291,19.7
1591,8630-5,Atividades de atenção à saúde,MEI,1,MEI,1,Vila Margarida,0,4.93,5.09,0.0,0.0,6197.64,0.1619,-0.003153,0.8983,36,0,12,0,208588.24982142856,97.03
1592,9602-5,Cabeleireiros e similares,MEI,1,MEI,1,Cidade Nautica,0,6.32,6.12,0.0,0.0,3016.81,0.1468,0.013047,1.2283,36,0,12,0,34897.042119708996,91.36
1593,7711-0,Locação de automóveis,ME,2,Simples Nacional,2,Esplanada dos Barreiros,0,6.22,5.7,0.0,0.0,47579.27,0.0961,-7.9e-05,1.1519,5,1,12,0,301400.2526279957,84.21
1595,4771-7,Comércio farmacêutico,EPP,3,Lucro Presumido,3,Vila São Jorge,1,34.1,9.5,0.0,0.0,165375.47,0.2547,0.005573,0.8837,36,0,12,0,247735.04169952212,33.25
1596,4330-4,Acabamentos em construção,MEI,1,MEI,1,Parque Bitaru,2,65.79,15.04,0.0833,0.0833,1947.67,0.4805,-0.003783,1.2455,36,0,12,0,162118.29751887813,98.8
1597,8512-1,Ensino fundamental,GR,5,Lucro Real,4,Esplanada dos Barreiros,0,2.47,5.76,0.0,0.0,855009.9,0.3362,0.004732,0.5778,36,0,12,0,108039.5574796748,0.0
1598,4771-7,Comércio farmacêutico,ME,2,Lucro Presumido,3,Vila São Jorge,0,4.15,5.36,0.0,0.0833,59705.68,0.1869,0.008303,0.7993,36,0,12,0,247735.04169952212,75.9
1599,5620-1,Serviços de alimentação,MD,4,Lucro Real,4,Vila Bocaina,2,71.95,14.83,0.1667,0.0,105958.12,0.54,0.041648,1.5826,36,0,12,0,90611.88504413291,0.0
1600,5310-5,Atividades dos correios,MEI,1,MEI,1,Glória,0,7.97,5.68,0.0,0.0,2958.38,0.1698,-0.003875,0.8113,36,0,12,0,46652.40631738174,93.66
1601,9311-5,Academias e fitness,ME,2,Simples Nacional,2,Parque Bitaru,0,2.47,4.69,0.0,0.0,27335.62,0.1488,0.01814,1.0576,36,1,12,0,177651.30473180074,84.61
1602,9602-5,Cabeleireiros e similares,MEI,1,MEI,1,Porto Grande,2,64.83,16.98,0.0833,0.0833,1168.33,0.5471,-0.016844,0.7231,36,0,12,0,34897.042119708996,96.65
1603,8650-0,Atividades de saúde humana,EPP,3,Simples Nacional,2,Centro,1,28.21,5.93,0.0,0.3333,113201.31,0.1208,-0.001459,1.0598,36,0,12,0,155738.17786195286,27.31
1604,9311-5,Academias e fitness,MD,4,Lucro Real,4,Parque Bitaru,1,25.13,9.35,0.0,0.0833,258536.44,0.1457,0.004715,1.1728,36,0,12,0,177651.30473180074,0.0
1605,4921-3,Transporte rodoviário coletivo,ME,2,Simples Nacional,2,Cidade Nautica,1,39.64,20.74,0.0833,0.0833,33486.88,0.3726,-0.014653,0.9121,36,0,12,0,537656.9499799799,93.77
1606,6201-5,Desenvolvimento de software,MEI,1,MEI,1,Vila Nova,1,30.62,11.27,0.0,0.1667,3212.65,0.1939,-0.022058,0.7637,22,1,12,0,133409.7116222222,97.59
1607,5611-2,Restaurantes e similares,MEI,1,MEI,1,Vila São Jorge,1,42.02,20.78,0.0833,0.0833,4073.33,0.4025,0.069406,1.6098,36,0,12,0,102203.3056008454,96.01
1608,6202-3,Desenvolvimento de sistemas,MEI,1,MEI,1,Centro,0,5.26,6.25,0.0,0.0,3807.21,0.1419,0.023888,0.9846,36,0,12,0,91894.10241863075,95.86
1609,5310-5,Atividades dos correios,MEI,1,MEI,1,Vila Nova,0,23.17,36.31,0.1667,0.1667,2335.18,0.4856,0.000377,1.3083,33,1,12,0,46652.40631738174,94.99
1610,5620-1,Serviços de alimentação,EPP,3,Lucro Presumido,3,Vila Nova,1,31.47,9.56,0.0,0.0833,73029.71,0.1435,-0.002049,1.0555,30,1,12,1,90611.88504413291,19.4
1611,8512-1,Ensino fundamental,ME,2,Lucro Presumido,3,Vila Bocaina,0,6.55,6.04,0.0,0.0,24067.76,0.3562,0.017697,0.6047,16,1,12,0,108039.5574796748,77.72
1612,5620-1,Serviços de alimentação,MEI,1,MEI,1,Catiapoa,0,7.46,4.56,0.0,0.0,5982.66,0.1802,0.015702,1.3301,36,0,12,0,90611.88504413291,93.4
1613,7490-1,Consultoria empresarial,MEI,1,MEI,1,Centro,2,68.24,13.05,0.0833,0.0833,1422.48,0.4651,0.060558,0.8834,27,1,12,1,92713.56658625731,98.47
1615,8650-0,Atividades de saúde humana,MEI,1,MEI,1,Vila Bocaina,0,13.24,27.65,0.0833,0.0833,4889.5,0.3381,-0.0276,1.0449,36,0,12,0,155738.17786195286,96.86
1616,6920-6,Atividades contábeis,ME,2,Lucro Presumido,3,Vila Nova,1,43.38,27.0,0.1667,0.0,16575.43,0.4941,0.082885,1.2643,26,1,12,0,93794.93164215687,82.33
1617,6920-6,Atividades contábeis,MEI,1,MEI,1,Jardim Rio Branco,0,3.81,7.92,0.0,0.1667,4423.83,0.1386,0.01052,0.9394,36,0,12,0,93794.93164215687,95.28
1618,4771-7,Comércio farmacêutico,ME,2,Lucro Presumido,3,Cidade Nautica,0,12.54,27.94,0.0833,0.0833,52920.12,0.3587,-0.005149,1.1096,36,0,12,0,247735.04169952212,78.64
1619,4771-7,Comércio farmacêutico,MEI,1,MEI,1,Japuí,2,71.29,20.43,0.25,0.0,2468.6,0.7541,-0.077384,0.0,5,1,12,1,247735.04169952212,99.0
1620,5620-1,Serviços de alimentação,ME,2,Simples Nacional,2,Porto Grande,0,6.89,6.14,0.0,0.0,32531.06,0.1634,0.016092,0.9992,36,0,12,0,90611.88504413291,64.1
1621,8512-1,Ensino fundamental,ME,2,Lucro Presumido,3,Esplanada dos Barreiros,0,7.96,5.59,0.0,0.0,24421.71,0.3108,0.021558,0.6384,36,0,12,0,108039.5574796748,77.4
1622,5620-1,Serviços de alimentação,ME,2,Simples Nacional,2,Esplanada dos Barreiros,1,43.08,27.66,0.1667,0.0833,19066.53,0.5285,0.004894,1.3287,1,1,12,1,90611.88504413291,78.96
1623,7711-0,Locação de automóveis,EPP,3,Simples Nacional,2,Centro,0,12.85,27.87,0.0833,0.0,177472.01,0.3424,-0.020219,0.0,36,0,12,0,301400.2526279957,41.12
1625,4921-3,Transporte rodoviário coletivo,MD,4,Lucro Real,4,Vila Nova,1,43.04,27.2,0.1667,0.0833,445754.17,0.4919,0.014253,1.0351,22,1,12,1,537656.9499799799,17.09
1626,6911-7,Atividades jurídicas,ME,2,Simples Nacional,2,Centro,0,4.84,3.97,0.0,0.0833,31542.2,0.1446,0.003734,0.9707,36,0,12,0,131438.33464285714,76.0
1627,9311-5,Academias e fitness,ME,2,Simples Nacional,2,Vila Nova,0,13.07,28.16,0.0833,0.0833,24873.73,0.3712,0.014866,1.4094,36,0,12,0,177651.30473180074,86.0
